Date,Year,Month,LGA,Population Band,Revenue Target,Actual Revenue,Registered Taxpayers,Active Taxpayers,Collection Gap
20/10/2022,2022,10,Jibia,High,107899020,57843170.73,31810,22645,50055849.27
20/10/2022,2022,10,Batsari,High,123208319,93061952.91,31183,19125,30146366.09
20/10/2022,2022,10,Rimi,Low,241645124,126716136.1,9881,7426,114928987.9
20/10/2022,2022,10,Kusada,High,249483150,131944902,34687,16243,117538248
20/11/2022,2022,11,Katsina,Medium,195052324,188261463.5,8119,4238,6790860.54
20/11/2022,2022,11,Daura,Medium,136243693,107294727.2,18784,7384,28948965.78
20/11/2022,2022,11,Funtua,Medium,99469421,65807091.94,12860,7628,33662329.06
20/11/2022,2022,11,Malumfashi,High,247621728,172633521.3,34934,24387,74988206.72
20/11/2022,2022,11,Dutsin-Ma,Low,31194595,14983860.5,6190,2927,16210734.5
20/11/2022,2022,11,Kankia,Medium,207330580,248371718.1,11332,4567,-41041138.13
20/11/2022,2022,11,Mani,Low,91075932,48934965.63,8673,4631,42140966.37
20/11/2022,2022,11,Mashi,High,140858255,110576538.7,20597,16008,30281716.28
20/11/2022,2022,11,Musawa,Low,124377601,132163631.9,16690,11468,-7786030.85
20/11/2022,2022,11,Bakori,High,115881121,124888720.5,12960,9923,-9007599.51
20/11/2022,2022,11,Charanchi,Low,117230657,59654388.29,16218,6805,57576268.71
20/11/2022,2022,11,Jibia,Low,68264223,75250166.22,10913,8216,-6985943.22
20/11/2022,2022,11,Batsari,Low,97099767,45894253.83,33649,15148,51205513.17
20/11/2022,2022,11,Rimi,Low,165926183,166975768.5,21987,9768,-1049585.54
20/11/2022,2022,11,Kusada,Medium,196454400,137962185,29691,16003,58492215.01
20/12/2022,2022,12,Katsina,Medium,100528406,80851636.6,27065,20183,19676769.4
20/12/2022,2022,12,Daura,Low,67181049,60209172.75,1142,932,6971876.25
20/12/2022,2022,12,Funtua,High,149123436,120107136,26875,18169,29016300.02
20/12/2022,2022,12,Malumfashi,Medium,224927972,238474984.6,31336,23408,-13547012.63
20/12/2022,2022,12,Dutsin-Ma,Low,157645873,123435866,12424,5035,34210007.04
20/12/2022,2022,12,Kankia,Medium,174093005,169996439.3,18458,14235,4096565.71
20/12/2022,2022,12,Mani,Low,133576556,92316624.49,15020,11923,41259931.51
20/12/2022,2022,12,Mashi,High,76091707,61720272.09,10812,6503,14371434.91
20/12/2022,2022,12,Musawa,Low,152470639,153819616.7,21778,17594,-1348977.73
20/12/2022,2022,12,Bakori,Low,86181489,87667496.77,14651,6974,-1486007.77
20/12/2022,2022,12,Charanchi,High,111977492,107395377.5,28619,15924,4582114.49
20/12/2022,2022,12,Jibia,High,150735869,108889842.3,10344,7443,41846026.67
20/12/2022,2022,12,Batsari,Medium,32917824,19191745.56,19103,15222,13726078.44
20/12/2022,2022,12,Rimi,Medium,58494797,47596070.58,21744,12181,10898726.42
20/12/2022,2022,12,Kusada,High,172243110,109377209.6,20603,16439,62865900.43
20/01/2023,2023,1,Katsina,High,198493321,221969070.7,33376,14093,-23475749.66
20/01/2023,2023,1,Daura,Medium,142658612,79105446.79,31679,14935,63553165.21
20/01/2023,2023,1,Funtua,Medium,114717628,56923508.24,30631,22869,57794119.76
20/01/2023,2023,1,Malumfashi,Medium,161388650,181517757.2,25628,10215,-20129107.23
20/01/2023,2023,1,Dutsin-Ma,Low,133667521,61590673.62,15722,8838,72076847.38
20/01/2023,2023,1,Kankia,Low,105328982,115379465,14729,8300,-10050482.97
20/01/2023,2023,1,Mani,High,86573269,99760842.1,29214,19893,-13187573.1
20/01/2023,2023,1,Mashi,Low,182087007,88166196.38,19983,8527,93920810.62
20/01/2023,2023,1,Musawa,High,63533358,42239253.37,14835,8356,21294104.63
20/01/2023,2023,1,Bakori,Medium,218198298,101718749.3,23462,18227,116479548.7
20/01/2023,2023,1,Charanchi,Medium,167298014,84559982.8,22175,15223,82738031.2
20/01/2023,2023,1,Jibia,Medium,121540527,143351577.9,18429,10779,-21811050.9
20/01/2023,2023,1,Batsari,Medium,181632325,145218873.5,26569,19926,36413451.47
20/01/2023,2023,1,Rimi,High,155675043,106347821.4,29268,17194,49327221.58
20/01/2023,2023,1,Kusada,Low,200743819,118261844.2,6334,2993,82481974.81
20/02/2023,2023,2,Katsina,Medium,79738596,60504870.81,9604,4840,19233725.19
20/02/2023,2023,2,Daura,High,131784918,112334537.3,10963,5763,19450380.71
20/02/2023,2023,2,Funtua,Medium,28680948,20643155.51,26957,16330,8037792.49
20/02/2023,2023,2,Malumfashi,Low,138964986,102166071.1,14688,10104,36798914.91
20/02/2023,2023,2,Dutsin-Ma,High,159120844,184611914.6,9513,6660,-25491070.55
20/02/2023,2023,2,Kankia,Low,199841678,113063570.1,8351,5347,86778107.87
20/02/2023,2023,2,Mani,Medium,145683982,78086769.98,26012,14579,67597212.02
20/02/2023,2023,2,Mashi,High,90758780,70630323.58,31529,14820,20128456.42
20/02/2023,2023,2,Musawa,Low,201723812,141250280.6,34939,18994,60473531.39
20/02/2023,2023,2,Bakori,Medium,105256461,110173968.9,18574,11543,-4917507.92
20/02/2023,2023,2,Charanchi,High,157479165,114767309.4,11086,5032,42711855.58
20/02/2023,2023,2,Jibia,Medium,108367033,72215748.82,31482,17912,36151284.18
20/02/2023,2023,2,Batsari,Medium,100859841,62232920.27,11002,5713,38626920.73
20/02/2023,2023,2,Rimi,Medium,128755206,102883101.4,25014,15708,25872104.65
20/02/2023,2023,2,Kusada,High,155998693,165754543.1,29674,14637,-9755850.13
20/03/2023,2023,3,Katsina,High,108021692,96567312.75,17131,6479,11454379.25
20/03/2023,2023,3,Daura,Medium,80855241,70387765.72,2978,1952,10467475.28
20/03/2023,2023,3,Funtua,Medium,219354700,101601800.5,20145,14632,117752899.5
20/03/2023,2023,3,Malumfashi,Low,233072778,158124859.4,9973,5435,74947918.59
20/03/2023,2023,3,Dutsin-Ma,High,130891501,115367262.7,2261,1351,15524238.27
20/03/2023,2023,3,Kankia,Medium,173959153,127666283.8,30057,20071,46292869.19
20/03/2023,2023,3,Mani,High,225238208,239536292.6,25741,19637,-14298084.62
20/03/2023,2023,3,Mashi,Medium,203317034,91783117.55,19184,7198,111533916.5
20/03/2023,2023,3,Musawa,Low,120894638,83946695.94,22916,12734,36947942.06
20/03/2023,2023,3,Bakori,High,148933114,119879139.2,22094,11686,29053974.8
20/03/2023,2023,3,Charanchi,Low,107258609,71093436.48,3911,1413,36165172.52
20/03/2023,2023,3,Jibia,Low,87787609,65051698.98,2786,1672,22735910.02
20/03/2023,2023,3,Batsari,Medium,81722233,56431109.32,31144,16866,25291123.68
20/03/2023,2023,3,Rimi,Medium,42640412,20630962.53,4759,2168,22009449.47
20/03/2023,2023,3,Kusada,High,164735049,189798631.1,11376,7730,-25063582.12
20/04/2023,2023,4,Katsina,Low,49459243,55354635.99,20975,14474,-5895392.99
20/04/2023,2023,4,Daura,Medium,103333723,63207719.12,33129,19397,40126003.88
20/04/2023,2023,4,Funtua,Low,178011060,105645220,22385,13048,72365839.97
20/04/2023,2023,4,Malumfashi,High,131300049,146663500.4,19381,12450,-15363451.36
20/04/2023,2023,4,Dutsin-Ma,Medium,190973724,123119657.1,8716,6751,67854066.9
20/04/2023,2023,4,Kankia,High,62373822,58324356.24,17101,7560,4049465.76
20/04/2023,2023,4,Mani,High,216239342,168040563.1,15034,9973,48198778.86
20/04/2023,2023,4,Mashi,Medium,25462401,16633004.89,6957,3410,8829396.11
20/04/2023,2023,4,Musawa,High,157547915,131921046.4,3417,1907,25626868.65
20/04/2023,2023,4,Bakori,Low,179702463,114309131.1,4217,2782,65393331.91
20/04/2023,2023,4,Charanchi,Low,232337971,144871089.9,5976,3055,87466881.11
20/04/2023,2023,4,Jibia,Medium,63044145,53983491.7,17838,11820,9060653.3
20/04/2023,2023,4,Batsari,Medium,126076273,143430306.7,7049,4748,-17354033.67
20/04/2023,2023,4,Rimi,Low,117559251,95951798.04,22042,10283,21607452.96
20/04/2023,2023,4,Kusada,Low,58108716,67416900.59,34055,22265,-9308184.59
20/05/2023,2023,5,Katsina,Medium,163106594,149572006.4,5648,3209,13534587.61
20/05/2023,2023,5,Daura,Medium,69888411,32807209.32,18174,7973,37081201.68
20/05/2023,2023,5,Funtua,Low,118136593,74588075.22,31601,25399,43548517.78
20/05/2023,2023,5,Malumfashi,Medium,87729109,56886953.46,26057,20584,30842155.54
20/05/2023,2023,5,Dutsin-Ma,High,249342692,139809694.3,27236,9756,109532997.7
20/05/2023,2023,5,Kankia,Medium,249690599,116743887.6,22045,9905,132946711.5
20/05/2023,2023,5,Mani,Medium,209995498,153953247.4,25990,19775,56042250.6
20/05/2023,2023,5,Mashi,Medium,89106206,71306898.18,33545,17848,17799307.82
20/05/2023,2023,5,Musawa,Low,91198071,61101272.67,4394,3589,30096798.33
20/05/2023,2023,5,Bakori,Low,46747408,23852932.47,31059,23184,22894475.53
20/05/2023,2023,5,Charanchi,Medium,36738616,20839878.92,5389,3568,15898737.08
20/05/2023,2023,5,Jibia,Low,34442439,21436720.91,12864,8064,13005718.09
20/05/2023,2023,5,Batsari,Low,246208995,146454262.2,27459,11385,99754732.83
20/05/2023,2023,5,Rimi,Low,162581804,136688842,34910,21061,25892962
20/05/2023,2023,5,Kusada,Medium,238847274,273460800.4,19132,11807,-34613526.37
20/06/2023,2023,6,Katsina,Low,220717895,150511700.8,1924,818,70206194.23
20/06/2023,2023,6,Daura,Medium,188610224,133154445.7,5558,2517,55455778.26
20/06/2023,2023,6,Funtua,Medium,159924713,103382939.3,30277,17569,56541773.73
20/06/2023,2023,6,Malumfashi,Low,164763189,126748856.3,12350,7990,38014332.66
20/06/2023,2023,6,Dutsin-Ma,Low,241402235,213639040.1,23430,13128,27763194.93
20/06/2023,2023,6,Kankia,High,125842889,92459836.21,5672,2739,33383052.79
20/06/2023,2023,6,Mani,Low,102590237,107168634.8,3107,1124,-4578397.76
20/06/2023,2023,6,Mashi,High,163805468,173387778,15030,10505,-9582310.04
20/06/2023,2023,6,Musawa,Low,235783550,249627915.5,32358,24174,-13844365.53
20/06/2023,2023,6,Bakori,Medium,49069892,35081253.22,34847,27867,13988638.78
20/06/2023,2023,6,Charanchi,High,106396553,108904900.7,28827,20425,-2508347.71
20/06/2023,2023,6,Jibia,Medium,171246439,99028759.7,14346,9370,72217679.3
20/06/2023,2023,6,Batsari,Medium,216765541,226202397.1,27126,11777,-9436856.12
20/06/2023,2023,6,Rimi,Medium,124033455,92263788.67,20340,9493,31769666.33
20/06/2023,2023,6,Kusada,Medium,92368113,89824674.32,34185,17865,2543438.68
20/07/2023,2023,7,Katsina,Low,194228232,117992365.3,13688,6127,76235866.71
20/07/2023,2023,7,Daura,Medium,82690762,82509430.32,16029,9992,181331.68
20/07/2023,2023,7,Funtua,Medium,241347545,225606963.2,31014,13583,15740581.77
20/07/2023,2023,7,Malumfashi,Medium,247535997,156988749.1,32609,21877,90547247.95
20/07/2023,2023,7,Dutsin-Ma,Low,78218201,61526199.76,25593,14683,16692001.24
20/07/2023,2023,7,Kankia,High,192110870,158121210.9,20933,9410,33989659.14
20/07/2023,2023,7,Mani,Medium,220309360,204212526.3,2017,1174,16096833.71
20/07/2023,2023,7,Mashi,High,89755332,78116492.84,13637,10585,11638839.16
20/07/2023,2023,7,Musawa,Medium,184712709,167797694.5,33814,25259,16915014.52
20/07/2023,2023,7,Bakori,Low,144382782,104727782.6,21919,10773,39654999.38
20/07/2023,2023,7,Charanchi,Low,119231193,69547923.14,13990,7018,49683269.86
20/07/2023,2023,7,Jibia,Medium,232074126,207940487.2,19518,12036,24133638.8
20/07/2023,2023,7,Batsari,Low,116958903,126431637.5,18658,11965,-9472734.52
20/07/2023,2023,7,Rimi,High,246967344,156297950.7,25517,16024,90669393.3
20/07/2023,2023,7,Kusada,High,165008081,169348086.1,9340,6221,-4340005.14
20/08/2023,2023,8,Katsina,Medium,135842314,80504387.18,4479,2173,55337926.82
20/08/2023,2023,8,Daura,Low,218513835,243302344.4,1324,996,-24788509.4
20/08/2023,2023,8,Funtua,High,41379683,44422294.81,32911,22398,-3042611.81
20/08/2023,2023,8,Malumfashi,Medium,200707225,154428714.4,28068,21891,46278510.57
20/08/2023,2023,8,Dutsin-Ma,Medium,174376943,78631714.52,21214,8169,95745228.48
20/08/2023,2023,8,Kankia,High,35939234,42148197.68,32342,20410,-6208963.68
20/08/2023,2023,8,Mani,High,49830945,33585468.42,21717,9659,16245476.58
20/08/2023,2023,8,Mashi,Low,242432552,121623667.1,8912,3490,120808884.9
20/08/2023,2023,8,Musawa,High,161610875,192307034.8,9867,5889,-30696159.79
20/08/2023,2023,8,Bakori,High,247134329,115199265,20726,13727,131935064
20/08/2023,2023,8,Charanchi,Low,30585969,27027848.17,30840,12203,3558120.83
20/08/2023,2023,8,Jibia,Low,86102577,65794254.19,25370,12564,20308322.81
20/08/2023,2023,8,Batsari,Low,142776846,71168425,4494,2607,71608421
20/08/2023,2023,8,Rimi,Medium,98715579,115764215.8,6260,4979,-17048636.77
20/08/2023,2023,8,Kusada,High,76755079,72313294.66,17324,6449,4441784.34
20/09/2023,2023,9,Katsina,High,65911515,43522676.05,20589,11666,22388838.95
20/09/2023,2023,9,Daura,High,133683882,65486394.77,2983,2404,68197487.23
20/09/2023,2023,9,Funtua,Low,113680851,81873347.56,5508,3009,31807503.44
20/09/2023,2023,9,Malumfashi,High,100842155,107403017.6,33684,22592,-6560862.59
20/09/2023,2023,9,Dutsin-Ma,Medium,199143309,97714274.01,27303,21549,101429035
20/09/2023,2023,9,Kankia,Medium,243402450,257006331.4,8548,3949,-13603881.38
20/09/2023,2023,9,Mani,High,178691141,163740778.9,1162,869,14950362.12
20/09/2023,2023,9,Mashi,High,171869710,180251425.2,33840,16880,-8381715.17
20/09/2023,2023,9,Musawa,Medium,199324369,214337482.3,29658,17671,-15013113.28
20/09/2023,2023,9,Bakori,Low,212865855,124658237.4,15251,12403,88207617.59
20/09/2023,2023,9,Charanchi,Medium,45566250,52857649.28,21488,14968,-7291399.28
20/09/2023,2023,9,Jibia,High,62680806,64818279.59,32369,20835,-2137473.59
20/09/2023,2023,9,Batsari,Low,182208835,203448167.2,26080,16968,-21239332.22
20/09/2023,2023,9,Rimi,High,208839472,204667460.4,5465,3403,4172011.64
20/09/2023,2023,9,Kusada,Low,194605734,167630061.9,6968,4315,26975672.07
20/10/2023,2023,10,Katsina,Low,247363216,124155590,9796,7767,123207626
20/10/2023,2023,10,Daura,High,80480370,89144205.78,28421,21580,-8663835.78
20/10/2023,2023,10,Funtua,Low,72224099,41747669.56,17028,9277,30476429.44
20/10/2023,2023,10,Malumfashi,Medium,53788188,57635030.18,18186,11751,-3846842.18
20/10/2023,2023,10,Dutsin-Ma,High,220936391,194064381.3,26153,14173,26872009.68
20/10/2023,2023,10,Kankia,Low,243163567,227135223.5,31459,23072,16028343.52
20/10/2023,2023,10,Mani,High,222086922,208773747.7,23907,9631,13313174.32
20/10/2023,2023,10,Mashi,High,145292570,65657247.94,9022,5951,79635322.06
20/10/2023,2023,10,Musawa,Low,96495561,113059700.8,32505,14053,-16564139.75
20/10/2023,2023,10,Bakori,Medium,129202685,68499309.79,10481,6634,60703375.21
20/10/2023,2023,10,Charanchi,Medium,206334789,149752019.6,4320,2242,56582769.45
20/10/2023,2023,10,Jibia,High,150792201,103161928.3,7074,3605,47630272.75
20/10/2023,2023,10,Batsari,Medium,203792031,192820317.1,29903,24496,10971713.91
20/10/2023,2023,10,Rimi,Medium,209285449,166848027.2,12187,9899,42437421.8
20/10/2023,2023,10,Kusada,High,56773729,52426955.1,11666,5373,4346773.9
20/11/2023,2023,11,Katsina,Medium,150551748,89722922.27,19312,14422,60828825.73
20/11/2023,2023,11,Daura,High,62090228,30321765.47,13004,9929,31768462.53
20/11/2023,2023,11,Funtua,Medium,104787529,83106092.85,21487,15063,21681436.15
20/11/2023,2023,11,Malumfashi,High,47164451,25267757.42,13250,7638,21896693.58
20/11/2023,2023,11,Dutsin-Ma,Medium,221256449,169122718.3,17251,6338,52133730.66
20/11/2023,2023,11,Kankia,Medium,124094693,117081359.6,28713,12506,7013333.44
20/11/2023,2023,11,Mani,Low,118569581,88083794.82,9709,5465,30485786.18
20/11/2023,2023,11,Mashi,Medium,223867369,166022719.3,13072,10556,57844649.67
20/11/2023,2023,11,Musawa,Low,60948257,35058228.68,30140,13755,25890028.32
20/11/2023,2023,11,Bakori,Low,142314634,168336872.1,20841,8106,-26022238.08
20/11/2023,2023,11,Charanchi,Medium,126157301,115894316.3,20556,12376,10262984.71
20/11/2023,2023,11,Jibia,Low,49579362,37328646.51,12017,5065,12250715.49
20/11/2023,2023,11,Batsari,High,73630618,40109361.14,29560,23722,33521256.86
20/11/2023,2023,11,Rimi,Medium,180718074,165871048.1,20613,11293,14847025.88
20/11/2023,2023,11,Kusada,Low,93900882,97488524.18,15407,11059,-3587642.18
20/12/2023,2023,12,Katsina,Low,165272062,194887842,21924,13510,-29615779.96
20/12/2023,2023,12,Daura,Low,204929888,213499631.8,12675,10280,-8569743.83
20/12/2023,2023,12,Funtua,High,147146343,138589185.6,34028,23164,8557157.45
20/12/2023,2023,12,Malumfashi,Medium,89889297,65025738.75,8414,6258,24863558.25
20/12/2023,2023,12,Dutsin-Ma,High,142116060,132970706.9,5076,2144,9145353.1
20/12/2023,2023,12,Kankia,Low,103360304,75913589.79,5612,2133,27446714.21
20/12/2023,2023,12,Mani,Low,77206424,68059619.54,5623,3016,9146804.46
20/12/2023,2023,12,Mashi,High,47723655,32883067.09,23350,14005,14840587.91
20/12/2023,2023,12,Musawa,Low,153668510,111620308.4,8985,4173,42048201.6
20/12/2023,2023,12,Bakori,Low,172470503,99944179.3,31340,22904,72526323.7
20/12/2023,2023,12,Charanchi,Medium,172437510,119377236.7,4987,2712,53060273.3
20/12/2023,2023,12,Jibia,Low,177372503,143341829.1,4408,3490,34030673.86
20/12/2023,2023,12,Batsari,Medium,31126522,35902774.08,14004,5536,-4776252.08
20/12/2023,2023,12,Rimi,Low,95077216,50106808.38,19466,10237,44970407.62
20/12/2023,2023,12,Kusada,Low,151506411,136528218.6,33935,18918,14978192.37
20/01/2024,2024,1,Katsina,Low,167927554,99651366.81,30231,14337,68276187.19
20/01/2024,2024,1,Daura,Medium,110131451,62880359.7,13396,8857,47251091.3
20/01/2024,2024,1,Funtua,Medium,97383320,71869669.05,4533,3584,25513650.95
20/01/2024,2024,1,Malumfashi,Low,64703296,45440918.72,30724,22842,19262377.28
20/01/2024,2024,1,Dutsin-Ma,Low,67132499,70835203.61,9508,4464,-3702704.61
20/01/2024,2024,1,Kankia,High,27842322,20160995.47,22123,11951,7681326.53
20/01/2024,2024,1,Mani,Low,230965409,261598068.8,1133,875,-30632659.75
20/01/2024,2024,1,Mashi,Low,196110901,89624803.3,20751,15157,106486097.7
20/01/2024,2024,1,Musawa,High,172599234,164637681.7,18925,14804,7961552.31
20/01/2024,2024,1,Bakori,Medium,134391934,142664799.8,11784,5136,-8272865.8
20/01/2024,2024,1,Charanchi,Medium,199183189,190159465,29971,24451,9023723.96
20/01/2024,2024,1,Jibia,Medium,149290767,118247855.1,22779,11069,31042911.94
20/01/2024,2024,1,Batsari,High,51551157,56242157.64,26840,13012,-4691000.64
20/01/2024,2024,1,Rimi,Low,210634483,188853595.6,14888,8450,21780887.43
20/01/2024,2024,1,Kusada,Low,162984152,75499177.49,17877,7746,87484974.51
20/02/2024,2024,2,Katsina,Low,225805794,236981928.4,34737,21020,-11176134.37
20/02/2024,2024,2,Daura,High,210257656,132823339.5,19833,9856,77434316.5
20/02/2024,2024,2,Funtua,Medium,242209352,191813330.1,20328,12689,50396021.95
20/02/2024,2024,2,Malumfashi,Low,123616145,145467312.3,31477,13848,-21851167.31
20/02/2024,2024,2,Dutsin-Ma,Low,122387968,111442919.3,8430,5144,10945048.66
20/02/2024,2024,2,Kankia,High,241991865,281470526.6,17388,10795,-39478661.57
20/02/2024,2024,2,Mani,Medium,29959801,22412902.57,10645,7315,7546898.43
20/02/2024,2024,2,Mashi,Medium,221984168,220348391.5,13618,8521,1635776.5
20/02/2024,2024,2,Musawa,High,151689371,106596925.8,1478,964,45092445.23
20/02/2024,2024,2,Bakori,High,26197664,23244007,33120,21904,2953657
20/02/2024,2024,2,Charanchi,Medium,126325018,147891015.1,12387,7572,-21565997.05
20/02/2024,2024,2,Jibia,Medium,66250766,31026470.78,13904,9017,35224295.22
20/02/2024,2024,2,Batsari,High,185176870,100030684.8,4551,2262,85146185.17
20/02/2024,2024,2,Rimi,High,176438276,196527729.3,4894,3760,-20089453.27
20/02/2024,2024,2,Kusada,Medium,86397679,64179216.61,8138,4355,22218462.39
20/03/2024,2024,3,Katsina,High,243463682,208880319.3,18327,9819,34583362.67
20/03/2024,2024,3,Daura,Low,62984641,69241901.77,21701,13886,-6257260.77
20/03/2024,2024,3,Funtua,Low,163006845,138149529.8,28618,10370,24857315.16
20/03/2024,2024,3,Malumfashi,Medium,111162840,121712208.6,24019,19342,-10549368.63
20/03/2024,2024,3,Dutsin-Ma,Low,197765480,114305935.2,19275,8043,83459544.82
20/03/2024,2024,3,Kankia,Low,208014803,163613581.9,31770,17331,44401221.06
20/03/2024,2024,3,Mani,High,192091171,185191310.9,12782,7957,6899860.11
20/03/2024,2024,3,Mashi,High,110542886,94847753.55,17094,6589,15695132.45
20/03/2024,2024,3,Musawa,Low,132472579,148169130.5,2925,1140,-15696551.53
20/03/2024,2024,3,Bakori,Low,241767367,120027737.6,11258,9199,121739629.4
20/03/2024,2024,3,Charanchi,Medium,128023439,58300012.75,17864,8268,69723426.25
20/03/2024,2024,3,Jibia,Low,75087459,53111314.61,2076,1001,21976144.39
20/03/2024,2024,3,Batsari,Low,227111431,258690857.1,11402,8199,-31579426.09
20/03/2024,2024,3,Rimi,High,196717064,203764152.4,27384,21528,-7047088.42
20/03/2024,2024,3,Kusada,Low,78770532,84224683.96,10311,7602,-5454151.96
20/04/2024,2024,4,Katsina,Medium,164904842,119556854.3,6436,4502,45347987.74
20/04/2024,2024,4,Daura,Medium,148420663,68622884.82,29179,23723,79797778.18
20/04/2024,2024,4,Funtua,Medium,115358207,100168149.8,27041,20215,15190057.16
20/04/2024,2024,4,Malumfashi,High,205888248,161258913,18632,13676,44629334.97
20/04/2024,2024,4,Dutsin-Ma,High,222578162,105393676.1,5074,3265,117184485.9
20/04/2024,2024,4,Kankia,Medium,68774304,61338539.19,27879,12820,7435764.81
20/04/2024,2024,4,Mani,Low,126256443,151035908.4,29954,16291,-24779465.42
20/04/2024,2024,4,Mashi,Low,27728920,19575731.89,19643,10689,8153188.11
20/04/2024,2024,4,Musawa,Medium,189143387,90220884.03,27216,17185,98922502.97
20/04/2024,2024,4,Bakori,Medium,241453536,150193170.8,12712,7867,91260365.24
20/04/2024,2024,4,Charanchi,Medium,67158402,50188567.26,2266,1105,16969834.74
20/04/2024,2024,4,Jibia,High,129585826,70880732.44,26787,12183,58705093.56
20/04/2024,2024,4,Batsari,High,225483223,243791026.9,27803,16073,-18307803.93
20/04/2024,2024,4,Rimi,High,237950801,192376160.8,28516,19475,45574640.21
20/04/2024,2024,4,Kusada,High,76093657,61770802.04,12511,9389,14322854.96
20/05/2024,2024,5,Katsina,High,176370193,193405663,31186,18498,-17035470
20/05/2024,2024,5,Daura,Low,205476824,197645602.6,3245,1899,7831221.36
20/05/2024,2024,5,Funtua,Medium,145750910,140810369.3,3054,1113,4940540.66
20/05/2024,2024,5,Malumfashi,Low,114713061,103052590.6,5569,2704,11660470.41
20/05/2024,2024,5,Dutsin-Ma,High,59211232,52133064.28,30978,18223,7078167.72
20/05/2024,2024,5,Kankia,Medium,119165474,96743452.83,30212,10575,22422021.17
20/05/2024,2024,5,Mani,Medium,29472303,17558255.27,8348,5297,11914047.73
20/05/2024,2024,5,Mashi,Low,185703139,163878745.1,20704,16156,21824393.95
20/05/2024,2024,5,Musawa,High,53731839,38287615.05,23431,16836,15444223.95
20/05/2024,2024,5,Bakori,High,192181880,150726438.9,16808,10769,41455441.14
20/05/2024,2024,5,Charanchi,High,27611485,27532310.38,7959,5117,79174.62
20/05/2024,2024,5,Jibia,Medium,206449800,208400132.3,24433,14356,-1950332.31
20/05/2024,2024,5,Batsari,Low,222140758,263252837.6,34160,16019,-41112079.59
20/05/2024,2024,5,Rimi,Medium,222356158,200622157.1,22801,11405,21734000.94
20/05/2024,2024,5,Kusada,High,76526575,85856670.54,27139,18428,-9330095.54
20/06/2024,2024,6,Katsina,Medium,39037404,40290805.25,7171,2545,-1253401.25
20/06/2024,2024,6,Daura,High,146913635,160199452.7,25303,12053,-13285817.69
20/06/2024,2024,6,Funtua,Low,196940503,97542904.26,32435,20338,99397598.74
20/06/2024,2024,6,Malumfashi,Low,89504653,92625063.97,30413,15299,-3120410.97
20/06/2024,2024,6,Dutsin-Ma,Medium,33514027,25007702.93,26168,21211,8506324.07
20/06/2024,2024,6,Kankia,Low,66923331,51419796.09,23642,11162,15503534.91
20/06/2024,2024,6,Mani,Medium,79921856,56179640,4792,3427,23742216
20/06/2024,2024,6,Mashi,Medium,120229918,108332259.7,31841,14558,11897658.32
20/06/2024,2024,6,Musawa,Medium,213239160,167661396.3,19240,13484,45577763.73
20/06/2024,2024,6,Bakori,Medium,153232258,128413022.4,10777,4627,24819235.61
20/06/2024,2024,6,Charanchi,Low,178162137,144313186.1,3897,2106,33848950.9
20/06/2024,2024,6,Jibia,High,94928582,99103169.84,8242,5138,-4174587.84
20/06/2024,2024,6,Batsari,High,232065528,272776992,24449,13798,-40711464.03
20/06/2024,2024,6,Rimi,Medium,37169603,31967299.06,17935,7135,5202303.94
20/06/2024,2024,6,Kusada,Low,37649284,25289275.11,17923,14258,12360008.89
20/07/2024,2024,7,Katsina,Medium,205721920,111455457.4,1542,1244,94266462.61
20/07/2024,2024,7,Daura,Medium,106513863,58676890.57,11236,8193,47836972.43
20/07/2024,2024,7,Funtua,Medium,92758832,103057595.8,24884,17658,-10298763.75
20/07/2024,2024,7,Malumfashi,Low,184034262,216346629.3,1967,1341,-32312367.31
20/07/2024,2024,7,Dutsin-Ma,High,123212262,80045838.83,14135,7170,43166423.17
20/07/2024,2024,7,Kankia,Medium,34320873,40058948.14,26796,16416,-5738075.14
20/07/2024,2024,7,Mani,Medium,169020290,76531476.04,19153,9641,92488813.96
20/07/2024,2024,7,Mashi,Medium,47627697,56643931.23,12409,8019,-9016234.23
20/07/2024,2024,7,Musawa,Low,76522355,39271747.35,30829,13206,37250607.65
20/07/2024,2024,7,Bakori,Medium,191406874,92015637.81,18810,13717,99391236.19
20/07/2024,2024,7,Charanchi,Low,162353219,164852052.8,20284,12321,-2498833.83
20/07/2024,2024,7,Jibia,Low,84007051,93054307.69,4878,3645,-9047256.69
20/07/2024,2024,7,Batsari,Low,243534713,211303597.9,30262,18202,32231115.12
20/07/2024,2024,7,Rimi,Low,233231224,277710817,17332,10092,-44479593.02
20/07/2024,2024,7,Kusada,Medium,213675620,207810536.2,27917,21281,5865083.83
20/08/2024,2024,8,Katsina,Medium,162884891,162568145.1,31220,22073,316745.87
20/08/2024,2024,8,Daura,Low,234330193,126532095,6244,3457,107798098
20/08/2024,2024,8,Funtua,High,110358425,112887670,34808,23337,-2529245.02
20/08/2024,2024,8,Malumfashi,Medium,26080872,15171603.44,3670,2321,10909268.56
20/08/2024,2024,8,Dutsin-Ma,Low,242112693,229091478,10345,7682,13021214.98
20/08/2024,2024,8,Kankia,Medium,52133836,40857588.64,11759,7144,11276247.36
20/08/2024,2024,8,Mani,High,153164425,128481310.3,32428,26329,24683114.75
20/08/2024,2024,8,Mashi,Low,127812286,89066756.18,6734,4109,38745529.82
