Date,Branch,Product,Revenue,Target,Cost,Profit
2022-07-01,Lagos,Product B,3263313,3518345.49,2414688.66,848624.34
2022-07-01,Lagos,Product C,13346829,15947369.77,9929809.51,3417019.49
2022-07-01,Lagos,Product D,11350154,12747982.33,7799877.93,3550276.07
2022-07-01,Abuja,Product A,2233516,2463326.29,1087893.43,1145622.57
2022-07-01,Abuja,Product B,8183841,9694297.15,5333427.51,2850413.49
2022-07-01,Abuja,Product C,11807290,13297430.21,7575141.42,4232148.58
2022-07-01,Abuja,Product D,8232293,8822295.02,4281998.97,3950294.03
2022-07-01,Port Harcourt,Product A,2419843,2840676.38,1773625.72,646217.28
2022-07-01,Port Harcourt,Product B,7503032,9251622.47,3874641.96,3628390.04
2022-07-01,Port Harcourt,Product C,3060605,3602579.33,1803554.11,1257050.89
2022-07-01,Port Harcourt,Product D,13762123,15281984.82,7878660.69,5883462.31
2022-07-01,Kano,Product A,4345069,4601729.45,2003787.83,2341281.17
2022-07-01,Kano,Product B,10264869,11016504.75,5342248.52,4922620.48
2022-07-01,Kano,Product C,11018535,11868425.56,6457887.63,4560647.37
2022-07-01,Kano,Product D,13248892,16426985.25,8730293.76,4518598.24
2022-07-01,Ibadan,Product A,11062926,12543425.95,7441816.85,3621109.15
2022-07-01,Ibadan,Product B,4592464,5635333.39,2968920.37,1623543.63
2022-07-01,Ibadan,Product C,10209880,11977521.05,7470731.73,2739148.27
2022-07-01,Ibadan,Product D,6693260,7071718.72,3755983.01,2937276.99
2022-08-01,Lagos,Product A,9438733,10750142.75,4916011.1,4522721.9
2022-08-01,Lagos,Product B,8084862,8649758.79,5301277.0,2783585.0
2022-08-01,Lagos,Product C,11134621,13699361.17,7164550.09,3970070.91
2022-08-01,Lagos,Product D,3015861,3406800.81,1528868.32,1486992.68
2022-08-01,Abuja,Product A,4049499,5020577.6,2823542.84,1225956.16
2022-08-01,Abuja,Product B,3538024,4183903.54,2273220.54,1264803.46
2022-08-01,Abuja,Product C,12018446,14953574.81,5590663.23,6427782.77
2022-08-01,Abuja,Product D,7595355,8345121.2,3704840.73,3890514.27
2022-08-01,Port Harcourt,Product A,11472046,12516473.86,8018333.22,3453712.78
2022-08-01,Port Harcourt,Product B,11298063,12331061.55,5816077.94,5481985.06
2022-08-01,Port Harcourt,Product C,5909069,6592818.66,2920653.4,2988415.6
2022-08-01,Port Harcourt,Product D,11998912,12605662.31,8489492.27,3509419.73
2022-08-01,Kano,Product A,4427461,5523281.78,2709892.31,1717568.69
2022-08-01,Kano,Product B,4927575,5282287.81,3498254.84,1429320.16
2022-08-01,Kano,Product C,4211291,4434371.78,2893137.54,1318153.46
2022-08-01,Kano,Product D,5991829,6997081.65,2724690.32,3267138.68
2022-08-01,Ibadan,Product A,6452128,6842351.43,4339155.55,2112972.45
2022-08-01,Ibadan,Product B,10826250,11613641.66,5078241.06,5748008.94
2022-08-01,Ibadan,Product C,9520810,11478320.98,5750296.82,3770513.18
2022-08-01,Ibadan,Product D,3829622,4367305.08,1977865.45,1851756.55
2022-09-01,Lagos,Product A,12319780,13042618.54,8438656.28,3881123.72
2022-09-01,Lagos,Product B,13054559,15068750.08,7668414.49,5386144.51
2022-09-01,Lagos,Product C,2522621,2679439.94,1497666.4,1024954.6
2022-09-01,Lagos,Product D,8738019,9919877.35,4215120.31,4522898.69
2022-09-01,Abuja,Product A,13952110,17188164.71,6586054.67,7366055.33
2022-09-01,Abuja,Product B,3355439,3739376.26,1659265.08,1696173.92
2022-09-01,Abuja,Product C,4117143,4549456.19,2634654.57,1482488.43
2022-09-01,Abuja,Product D,11199894,13355095.87,6319778.97,4880115.03
2022-09-01,Port Harcourt,Product A,12022572,13899432.16,7046605.28,4975966.72
2022-09-01,Port Harcourt,Product B,12157376,13811263.79,8363409.42,3793966.58
2022-09-01,Port Harcourt,Product C,3919549,4784039.03,2529186.98,1390362.02
2022-09-01,Port Harcourt,Product D,14901053,17289200.74,10574497.91,4326555.09
2022-09-01,Kano,Product A,9215376,10508394.47,4778615.46,4436760.54
2022-09-01,Kano,Product B,7686328,9342607.51,4378278.89,3308049.11
2022-09-01,Kano,Product C,14240866,15223730.24,8231636.41,6009229.59
2022-09-01,Kano,Product D,13158658,14487392.43,9685795.44,3472862.56
2022-09-01,Ibadan,Product A,13522944,16695386.19,6357676.79,7165267.21
2022-09-01,Ibadan,Product B,3432176,3667781.22,1643907.04,1788268.96
2022-09-01,Ibadan,Product C,14394940,16187532.84,7039624.24,7355315.76
2022-09-01,Ibadan,Product D,3006313,3509248.17,1859332.21,1146980.79
2022-10-01,Lagos,Product A,7530541,8916180.52,4316826.83,3213714.17
2022-10-01,Lagos,Product B,13162561,16298224.91,7593232.1,5569328.9
2022-10-01,Lagos,Product C,14097390,14947310.59,7560272.68,6537117.32
2022-10-01,Lagos,Product D,7242022,8113448.98,4514499.49,2727522.51
2022-10-01,Abuja,Product A,5569164,6019965.75,3311741.35,2257422.65
2022-10-01,Abuja,Product B,3815603,4273562.35,2353767.82,1461835.18
2022-10-01,Abuja,Product C,3927455,4722847.61,2443780.33,1483674.67
2022-10-01,Abuja,Product D,9199311,11214245.58,6829237.13,2370073.87
2022-10-01,Port Harcourt,Product A,12430794,14577774.31,7990635.57,4440158.43
2022-10-01,Port Harcourt,Product B,2440466,2859735.58,1579834.12,860631.88
2022-10-01,Port Harcourt,Product C,13634515,15045544.75,6873497.44,6761017.56
2022-10-01,Port Harcourt,Product D,13789329,16581418.59,10017413.27,3771915.73
2022-10-01,Kano,Product A,7889195,8293288.7,5608892.7,2280302.3
2022-10-01,Kano,Product B,11501291,13588417.94,5415677.6,6085613.4
2022-10-01,Kano,Product C,14431397,16980478.19,6626856.08,7804540.92
2022-10-01,Kano,Product D,14517678,16783837.27,8171395.87,6346282.13
2022-10-01,Ibadan,Product A,9610913,10746722.97,5391875.27,4219037.73
2022-10-01,Ibadan,Product B,14106371,15726862.63,10331819.67,3774551.33
2022-10-01,Ibadan,Product C,12002975,12807071.2,5590777.48,6412197.52
2022-10-01,Ibadan,Product D,4640899,5573196.09,2157687.36,2483211.64
2022-11-01,Lagos,Product A,3368710,3720472.61,2184883.35,1183826.65
2022-11-01,Lagos,Product B,10148051,11887581.21,5827570.26,4320480.74
2022-11-01,Lagos,Product C,5616647,6745529.18,2719272.98,2897374.02
2022-11-01,Lagos,Product D,9212753,9877710.67,6020215.03,3192537.97
2022-11-01,Abuja,Product A,11951141,13711861.38,7769912.03,4181228.97
2022-11-01,Abuja,Product B,2761976,3021888.13,2058593.78,703382.22
2022-11-01,Abuja,Product C,2919088,3069530.26,1577550.49,1341537.51
2022-11-01,Abuja,Product D,5543918,6671938.47,3765696.7,1778221.3
2022-11-01,Port Harcourt,Product A,6856117,7648851.9,3101151.79,3754965.21
2022-11-01,Port Harcourt,Product B,14532817,16511183.94,7102997.3,7429819.7
2022-11-01,Port Harcourt,Product C,10935249,13020975.55,6562010.05,4373238.95
2022-11-01,Port Harcourt,Product D,13207988,15998043.88,6229186.29,6978801.71
2022-11-01,Kano,Product A,14449387,15294104.7,6583465.26,7865921.74
2022-11-01,Kano,Product B,3306317,4041714.65,2058935.34,1247381.66
2022-11-01,Kano,Product C,11620050,13140935.33,7460565.96,4159484.04
2022-11-01,Kano,Product D,6857259,7358076.68,3128672.2,3728586.8
2022-11-01,Ibadan,Product A,7448705,8077186.77,5469467.08,1979237.92
2022-11-01,Ibadan,Product B,9719145,11822418.35,7055427.93,2663717.07
2022-11-01,Ibadan,Product C,3478574,3956329.55,1675834.12,1802739.88
2022-11-01,Ibadan,Product D,9309439,10871323.22,5652586.75,3656852.25
2022-12-01,Lagos,Product A,8639863,10576098.49,5821033.81,2818829.19
2022-12-01,Lagos,Product B,5717362,6384084.88,2861195.57,2856166.43
2022-12-01,Lagos,Product C,10564488,12430651.28,6435690.08,4128797.92
2022-12-01,Lagos,Product D,5253164,6467614.34,2914521.47,2338642.53
2022-12-01,Abuja,Product A,14203396,17635570.94,9141772.86,5061623.14
2022-12-01,Abuja,Product B,4477824,4913309.26,2211746.23,2266077.77
2022-12-01,Abuja,Product C,5309671,5759399.1,2632858.44,2676812.56
2022-12-01,Abuja,Product D,14736463,17405263.01,7414560.56,7321902.44
2022-12-01,Port Harcourt,Product A,14966239,17594157.23,8817897.3,6148341.7
2022-12-01,Port Harcourt,Product B,11457911,13772127.5,6699114.89,4758796.11
2022-12-01,Port Harcourt,Product C,11470600,13519230.42,8556604.01,2913995.99
2022-12-01,Port Harcourt,Product D,7422534,9076641.06,4736803.06,2685730.94
2022-12-01,Kano,Product A,4532644,5157933.86,2677325.5,1855318.5
2022-12-01,Kano,Product B,12592884,13985204.72,6704477.89,5888406.11
2022-12-01,Kano,Product C,2942411,3296643.28,1389574.77,1552836.23
2022-12-01,Kano,Product D,9746753,11115029.21,4552386.83,5194366.17
2022-12-01,Ibadan,Product A,6816353,7261775.77,4834668.84,1981684.16
2022-12-01,Ibadan,Product B,3514923,4123010.58,2116406.65,1398516.35
2022-12-01,Ibadan,Product C,9763013,11384316.36,7188208.14,2574804.86
2022-12-01,Ibadan,Product D,14397037,17696483.04,8421116.48,5975920.52
2023-01-01,Lagos,Product A,11590807,13681411.78,6333889.55,5256917.45
2023-01-01,Lagos,Product B,9979730,11479418.56,7358221.67,2621508.33
2023-01-01,Lagos,Product C,9558523,10234314.16,6879632.71,2678890.29
2023-01-01,Lagos,Product D,7761929,9675066.88,3689235.07,4072693.93
2023-01-01,Abuja,Product A,12840213,13925362.29,6732420.5,6107792.5
2023-01-01,Abuja,Product B,9344365,11663610.27,5674090.6,3670274.4
2023-01-01,Abuja,Product C,12230837,13230698.65,6871964.2,5358872.8
2023-01-01,Abuja,Product D,6746166,7606189.58,4603175.11,2142990.89
2023-01-01,Port Harcourt,Product A,13390013,15660653.54,9195833.51,4194179.49
2023-01-01,Port Harcourt,Product B,12859981,14363696.9,7058936.5,5801044.5
2023-01-01,Port Harcourt,Product C,11361069,13470545.36,6080945.06,5280123.94
2023-01-01,Port Harcourt,Product D,14142235,17257956.78,10455679.73,3686555.27
2023-01-01,Kano,Product A,12111641,14832593.0,6661506.84,5450134.16
2023-01-01,Kano,Product B,11776746,13928621.54,8538422.74,3238323.26
2023-01-01,Kano,Product C,7204824,8959481.8,4751898.36,2452925.64
2023-01-01,Kano,Product D,8575963,9225938.08,5682863.63,2893099.37
2023-01-01,Ibadan,Product A,3421349,3804253.99,1926232.46,1495116.54
2023-01-01,Ibadan,Product B,7510922,9108021.6,4889872.5,2621049.5
2023-01-01,Ibadan,Product C,14394582,17985063.22,10417854.1,3976727.9
2023-01-01,Ibadan,Product D,3567880,4207261.81,2058744.93,1509135.07
2023-02-01,Lagos,Product A,8070468,8503417.19,4379518.72,3690949.28
2023-02-01,Lagos,Product B,5593556,6255533.6,3802761.5,1790794.5
2023-02-01,Lagos,Product C,5221313,5718949.08,2565072.38,2656240.62
2023-02-01,Lagos,Product D,3294615,3654249.97,2261542.51,1033072.49
2023-02-01,Abuja,Product A,10517619,12665053.27,7367970.2,3149648.8
2023-02-01,Abuja,Product B,10833734,11457209.96,5969704.99,4864029.01
2023-02-01,Abuja,Product C,14856508,17435691.28,9347327.56,5509180.44
2023-02-01,Abuja,Product D,4587931,4966203.35,3208815.08,1379115.92
2023-02-01,Port Harcourt,Product A,14936874,17550051.67,10766450.9,4170423.1
2023-02-01,Port Harcourt,Product B,14099442,16038604.26,8082612.05,6016829.95
2023-02-01,Port Harcourt,Product C,13347486,15935792.24,9888839.79,3458646.21
2023-02-01,Port Harcourt,Product D,12244091,13554032.26,8259385.72,3984705.28
2023-02-01,Kano,Product A,9531761,10454441.08,4973201.54,4558559.46
2023-02-01,Kano,Product B,9868776,12146438.85,5015359.86,4853416.14
2023-02-01,Kano,Product C,13380100,16583644.28,9972615.86,3407484.14
2023-02-01,Kano,Product D,9745704,11732733.27,6660576.76,3085127.24
2023-02-01,Ibadan,Product A,10437374,12060301.72,7722408.93,2714965.07
2023-02-01,Ibadan,Product B,5350371,6475296.37,2629812.0,2720559.0
2023-02-01,Ibadan,Product C,6194357,6568718.92,3680545.68,2513811.32
2023-02-01,Ibadan,Product D,8227905,9551841.96,3955786.82,4272118.18
2023-03-01,Lagos,Product A,10655523,13002223.03,5706234.0,4949289.0
2023-03-01,Lagos,Product B,14802975,16017743.65,8656717.11,6146257.89
2023-03-01,Lagos,Product C,10612629,11456011.77,6168503.24,4444125.76
2023-03-01,Lagos,Product D,5725179,6946592.42,4095729.69,1629449.31
2023-03-01,Abuja,Product A,2447451,2772911.52,1392443.45,1055007.55
2023-03-01,Abuja,Product B,8274032,9077900.67,6191934.77,2082097.23
2023-03-01,Abuja,Product C,8289990,9076774.31,4523063.83,3766926.17
2023-03-01,Abuja,Product D,3662338,4460124.34,2362164.81,1300173.19
2023-03-01,Port Harcourt,Product A,4450300,4795286.89,2385644.81,2064655.19
2023-03-01,Port Harcourt,Product B,9926478,11804710.56,4880231.88,5046246.12
2023-03-01,Port Harcourt,Product C,13836932,15826987.59,8780979.0,5055953.0
2023-03-01,Port Harcourt,Product D,3329187,3508299.85,1713520.64,1615666.36
2023-03-01,Kano,Product A,4508522,5228807.3,3012461.11,1496060.89
2023-03-01,Kano,Product B,10854536,12316109.6,7412039.33,3442496.67
2023-03-01,Kano,Product C,5986941,6646882.94,2779885.39,3207055.61
2023-03-01,Kano,Product D,9043503,10651350.53,5759293.12,3284209.88
2023-03-01,Ibadan,Product A,3053729,3274121.44,2203400.04,850328.96
2023-03-01,Ibadan,Product B,12011619,13899974.71,7682469.15,4329149.85
2023-03-01,Ibadan,Product C,11647695,12793684.07,5743164.52,5904530.48
2023-03-01,Ibadan,Product D,9201433,9664383.48,5114568.79,4086864.21
2023-04-01,Lagos,Product A,11574148,13117138.4,7515226.13,4058921.87
2023-04-01,Lagos,Product B,3436363,3967957.74,1918112.97,1518250.03
2023-04-01,Lagos,Product C,10825812,12545128.4,7425681.03,3400130.97
2023-04-01,Lagos,Product D,10516493,12207864.68,5964283.03,4552209.97
2023-04-01,Abuja,Product A,9887557,10468024.67,5596993.99,4290563.01
2023-04-01,Abuja,Product B,8262974,9095303.8,3758601.04,4504372.96
2023-04-01,Abuja,Product C,3133461,3506219.08,2099050.08,1034410.92
2023-04-01,Abuja,Product D,12540402,13427419.41,7832371.37,4708030.63
2023-04-01,Port Harcourt,Product A,14694965,16406983.11,6808187.67,7886777.33
2023-04-01,Port Harcourt,Product B,11160590,12474296.93,7174459.0,3986131.0
2023-04-01,Port Harcourt,Product C,13487067,15414700.39,8882808.58,4604258.42
2023-04-01,Port Harcourt,Product D,12598768,13688002.04,6179138.52,6419629.48
2023-04-01,Kano,Product A,14013242,16889292.88,8230031.3,5783210.7
2023-04-01,Kano,Product B,6923149,7548435.35,4758507.14,2164641.86
2023-04-01,Kano,Product C,2703065,3008833.45,1467825.83,1235239.17
2023-04-01,Kano,Product D,8681090,10832477.14,5320720.01,3360369.99
2023-04-01,Ibadan,Product A,6249899,6608169.17,4025373.38,2224525.62
2023-04-01,Ibadan,Product B,6800144,7625646.36,4653015.33,2147128.67
2023-04-01,Ibadan,Product C,13001346,14514506.84,6336108.5,6665237.5
2023-04-01,Ibadan,Product D,8174337,9297411.42,4659425.49,3514911.51
2023-05-01,Lagos,Product A,9377556,11524336.44,5307635.09,4069920.91
2023-05-01,Lagos,Product B,5134272,5900514.07,3076748.53,2057523.47
2023-05-01,Lagos,Product C,10712003,11819025.73,5085881.76,5626121.24
2023-05-01,Lagos,Product D,9121922,9722011.3,5753524.5,3368397.5
2023-05-01,Abuja,Product A,5027557,5827415.57,2746873.28,2280683.72
2023-05-01,Abuja,Product B,3343333,3729768.74,1801026.69,1542306.31
2023-05-01,Abuja,Product C,9481225,11098004.5,5478581.96,4002643.04
2023-05-01,Abuja,Product D,13572333,15455924.12,7928127.64,5644205.36
2023-05-01,Port Harcourt,Product A,14193922,17373466.06,7888524.71,6305397.29
2023-05-01,Port Harcourt,Product B,9297090,10272457.68,6917111.05,2379978.95
2023-05-01,Port Harcourt,Product C,2962308,3154882.41,1899591.15,1062716.85
2023-05-01,Port Harcourt,Product D,8095349,9330838.53,5464112.82,2631236.18
2023-05-01,Kano,Product A,4684131,5810935.62,2308498.27,2375632.73
2023-05-01,Kano,Product B,12193381,14456689.24,7089863.91,5103517.09
2023-05-01,Kano,Product C,4117788,4379047.95,2814732.98,1303055.02
2023-05-01,Kano,Product D,8145971,9143283.18,5985986.42,2159984.58
2023-05-01,Ibadan,Product A,2543335,2978293.52,1662625.44,880709.56
2023-05-01,Ibadan,Product B,8223751,9246807.63,5583312.96,2640438.04
2023-05-01,Ibadan,Product C,11628809,12530495.47,6513121.31,5115687.69
2023-05-01,Ibadan,Product D,7274512,8583285.07,3818271.29,3456240.71
2023-06-01,Lagos,Product A,3903351,4118748.32,1974371.2,1928979.8
2023-06-01,Lagos,Product B,10686324,12047734.71,6609510.77,4076813.23
2023-06-01,Lagos,Product C,6391883,7702173.61,4226385.55,2165497.45
2023-06-01,Lagos,Product D,5599894,6995796.5,2999712.37,2600181.63
2023-06-01,Abuja,Product A,10240971,11163023.67,5025434.19,5215536.81
2023-06-01,Abuja,Product B,3242387,3697645.82,2333233.71,909153.29
2023-06-01,Abuja,Product C,9467726,11829473.74,6562591.82,2905134.18
2023-06-01,Abuja,Product D,7361793,8713182.31,4879853.91,2481939.09
2023-06-01,Port Harcourt,Product A,11227420,13006228.12,8054545.55,3172874.45
2023-06-01,Port Harcourt,Product B,4642499,5535538.56,3380655.41,1261843.59
2023-06-01,Port Harcourt,Product C,12698831,13775923.01,7091632.39,5607198.61
2023-06-01,Port Harcourt,Product D,5762150,6190119.23,2940391.21,2821758.79
2023-06-01,Kano,Product A,4329967,4751477.32,2590214.76,1739752.24
2023-06-01,Kano,Product B,8054838,9350090.49,4516133.0,3538705.0
2023-06-01,Kano,Product C,11255099,12109971.56,8050478.94,3204620.06
2023-06-01,Kano,Product D,3103070,3450173.65,2326925.52,776144.48
2023-06-01,Ibadan,Product A,14060631,16109729.25,8060095.53,6000535.47
2023-06-01,Ibadan,Product B,8869154,10773076.49,4187351.23,4681802.77
2023-06-01,Ibadan,Product C,7318841,8625017.85,4281465.99,3037375.01
2023-06-01,Ibadan,Product D,13410335,15468445.96,6550953.79,6859381.21
2023-07-01,Lagos,Product A,11249336,13251254.18,5676290.54,5573045.46
2023-07-01,Lagos,Product B,4164813,4733408.5,3012049.74,1152763.26
2023-07-01,Lagos,Product C,2929673,3563297.29,1773713.8,1155959.2
2023-07-01,Lagos,Product D,7102363,7691372.02,3883559.48,3218803.52
2023-07-01,Abuja,Product A,13900618,15222484.16,10206458.44,3694159.56
2023-07-01,Abuja,Product B,10705660,13157097.52,7534430.59,3171229.41
2023-07-01,Abuja,Product C,6204459,6758271.39,4572099.89,1632359.11
2023-07-01,Abuja,Product D,6604524,7100088.24,3572039.51,3032484.49
2023-07-01,Port Harcourt,Product A,10950276,11702403.17,7033320.97,3916955.03
2023-07-01,Port Harcourt,Product B,11928898,14771809.64,5919814.4,6009083.6
2023-07-01,Port Harcourt,Product C,13051703,15334391.53,9405060.68,3646642.32
2023-07-01,Port Harcourt,Product D,7664316,9339015.04,4744866.22,2919449.78
2023-07-01,Kano,Product A,2476028,2640051.41,1818801.17,657226.83
2023-07-01,Kano,Product B,14935608,17405274.2,9638530.23,5297077.77
2023-07-01,Kano,Product C,14867436,17312050.45,9447252.44,5420183.56
2023-07-01,Kano,Product D,2508113,2883345.8,1600550.31,907562.69
2023-07-01,Ibadan,Product A,6859883,8083558.93,3708646.43,3151236.57
2023-07-01,Ibadan,Product B,6108369,7396853.89,4004019.1,2104349.9
2023-07-01,Ibadan,Product C,6990112,7973682.46,4589596.2,2400515.8
2023-07-01,Ibadan,Product D,4652149,5293778.51,2769309.57,1882839.43
2023-08-01,Lagos,Product A,5422938,6063053.54,2674054.02,2748883.98
2023-08-01,Lagos,Product B,14052129,15652150.48,10488607.6,3563521.4
2023-08-01,Lagos,Product C,7794356,9704556.44,3813231.58,3981124.42
2023-08-01,Lagos,Product D,8216632,9473744.05,3959226.69,4257405.31
2023-08-01,Abuja,Product A,6055688,6923434.87,3210977.1,2844710.9
2023-08-01,Abuja,Product B,6159388,6640901.4,2865233.89,3294154.11
2023-08-01,Abuja,Product C,8444964,10326778.72,4859573.66,3585390.34
2023-08-01,Abuja,Product D,4679315,5674584.57,3416487.02,1262827.98
2023-08-01,Port Harcourt,Product A,14098527,15685217.3,9572003.34,4526523.66
2023-08-01,Port Harcourt,Product B,10359508,12941034.02,6112571.08,4246936.92
2023-08-01,Port Harcourt,Product C,7176450,8249143.08,3423272.35,3753177.65
2023-08-01,Port Harcourt,Product D,8597509,9896497.11,6362208.15,2235300.85
2023-08-01,Kano,Product A,5609524,6544456.76,2606170.49,3003353.51
2023-08-01,Kano,Product B,6720376,7721569.83,4803065.11,1917310.89
2023-08-01,Kano,Product C,12976661,15370908.43,6951915.41,6024745.59
2023-08-01,Kano,Product D,2137194,2606168.04,1238030.17,899163.83
2023-08-01,Ibadan,Product A,6437118,7695584.95,4371813.94,2065304.06
2023-08-01,Ibadan,Product B,8139410,8620029.78,3787652.52,4351757.48
2023-08-01,Ibadan,Product C,11425722,12441823.57,7037866.31,4387855.69
2023-08-01,Ibadan,Product D,3233658,3645204.89,1892033.71,1341624.29
2023-09-01,Lagos,Product A,11225071,12414301.44,8382065.95,2843005.05
2023-09-01,Lagos,Product B,13415194,15725406.16,6554650.6,6860543.4
2023-09-01,Lagos,Product C,3622046,4088495.77,2493667.0,1128379.0
2023-09-01,Lagos,Product D,7688907,8931175.78,4303342.17,3385564.83
2023-09-01,Abuja,Product A,4420404,4817407.45,2664339.96,1756064.04
2023-09-01,Abuja,Product B,10389915,10993059.76,4796755.59,5593159.41
2023-09-01,Abuja,Product C,13972084,15601342.74,8273195.72,5698888.28
2023-09-01,Abuja,Product D,9666995,10438306.48,6940317.63,2726677.37
2023-09-01,Port Harcourt,Product A,4345135,4847402.93,2754469.88,1590665.12
2023-09-01,Port Harcourt,Product B,4726331,5334094.24,3000984.56,1725346.44
2023-09-01,Port Harcourt,Product C,7020319,8204962.25,4227597.46,2792721.54
2023-09-01,Port Harcourt,Product D,10551583,12202567.73,6991710.42,3559872.58
2023-09-01,Kano,Product A,7029651,8048799.4,3198428.55,3831222.45
2023-09-01,Kano,Product B,7557278,8953570.35,5622383.65,1934894.35
2023-09-01,Kano,Product C,11792896,13108223.34,8486523.3,3306372.7
2023-09-01,Kano,Product D,13543456,15925101.13,8519820.94,5023635.06
2023-09-01,Ibadan,Product A,6454861,8026065.43,4420748.38,2034112.62
2023-09-01,Ibadan,Product B,11705188,13642711.24,7800571.78,3904616.22
2023-09-01,Ibadan,Product C,11789896,13512279.04,7159646.6,4630249.4
2023-09-01,Ibadan,Product D,14099440,16551997.56,9902743.62,4196696.38
2023-10-01,Lagos,Product A,4479264,5439314.77,2341127.5,2138136.5
2023-10-01,Lagos,Product B,11606135,14387441.19,5605399.43,6000735.57
2023-10-01,Lagos,Product C,2317716,2638042.23,1334156.34,983559.66
2023-10-01,Lagos,Product D,8928320,10607737.46,5116938.25,3811381.75
2023-10-01,Abuja,Product A,12258899,15128758.62,8726439.79,3532459.21
2023-10-01,Abuja,Product B,14345300,17149525.27,9492752.23,4852547.77
2023-10-01,Abuja,Product C,10702060,11680959.67,5859536.89,4842523.11
2023-10-01,Abuja,Product D,13110322,15020157.63,7381733.15,5728588.85
2023-10-01,Port Harcourt,Product A,4905518,5601771.45,2992062.42,1913455.58
2023-10-01,Port Harcourt,Product B,11164943,12514308.96,7609990.93,3554952.07
2023-10-01,Port Harcourt,Product C,14095107,16718899.58,9741068.67,4354038.33
2023-10-01,Port Harcourt,Product D,6435261,7542224.45,3267048.48,3168212.52
2023-10-01,Kano,Product A,6135904,6785090.49,3310625.46,2825278.54
2023-10-01,Kano,Product B,6993143,8421386.54,4625756.27,2367386.73
2023-10-01,Kano,Product C,13580304,16174110.18,7402789.71,6177514.29
2023-10-01,Kano,Product D,7851946,9124726.96,5734634.34,2117311.66
2023-10-01,Ibadan,Product A,14107519,15584456.43,6864185.93,7243333.07
2023-10-01,Ibadan,Product B,13351837,15469948.06,9596340.95,3755496.05
2023-10-01,Ibadan,Product C,8619156,10460858.4,6346997.01,2272158.99
2023-10-01,Ibadan,Product D,4457461,4939270.32,2390487.76,2066973.24
2023-11-01,Lagos,Product A,13981302,14901353.98,10167243.21,3814058.79
2023-11-01,Lagos,Product B,13005384,14322683.68,7721605.73,5283778.27
2023-11-01,Lagos,Product C,5390138,6552199.69,2863994.94,2526143.06
2023-11-01,Lagos,Product D,11429097,13591873.71,5613765.42,5815331.58
2023-11-01,Abuja,Product A,12329346,14772753.54,6433263.11,5896082.89
2023-11-01,Abuja,Product B,2851702,3376320.47,1737577.52,1114124.48
2023-11-01,Abuja,Product C,12702933,13929621.09,6098162.24,6604770.76
2023-11-01,Abuja,Product D,7541407,9000455.16,3621108.16,3920298.84
2023-11-01,Port Harcourt,Product A,14931308,16088385.93,11039546.64,3891761.36
2023-11-01,Port Harcourt,Product B,4649811,5260710.1,3396731.71,1253079.29
2023-11-01,Port Harcourt,Product C,9980915,11433035.37,5088637.69,4892277.31
2023-11-01,Port Harcourt,Product D,6819172,7598150.16,4389974.1,2429197.9
2023-11-01,Kano,Product A,14897065,15908458.68,9269549.81,5627515.19
2023-11-01,Kano,Product B,10978365,13149197.3,7740844.4,3237520.6
2023-11-01,Kano,Product C,2625760,3236632.42,1319495.43,1306264.57
2023-11-01,Kano,Product D,4949245,6121149.61,2281116.7,2668128.3
2023-11-01,Ibadan,Product A,8660463,10458306.93,4381271.85,4279191.15
2023-11-01,Ibadan,Product B,14566188,18097414.71,10601445.1,3964742.9
2023-11-01,Ibadan,Product C,2628578,2764878.8,1630739.72,997838.28
2023-11-01,Ibadan,Product D,3800206,4695880.24,2092061.42,1708144.58
2023-12-01,Lagos,Product A,9622712,12007411.47,5898627.62,3724084.38
2023-12-01,Lagos,Product B,10286475,12630268.83,5043047.07,5243427.93
2023-12-01,Lagos,Product C,10459284,11961280.63,5311678.55,5147605.45
2023-12-01,Lagos,Product D,3889899,4341659.5,2603648.54,1286250.46
2023-12-01,Abuja,Product A,12876423,14182774.43,6513663.74,6362759.26
2023-12-01,Abuja,Product B,14358397,16044394.95,7732101.27,6626295.73
2023-12-01,Abuja,Product C,13314573,15996880.94,6692549.8,6622023.2
2023-12-01,Abuja,Product D,12716040,15633208.33,8877028.71,3839011.29
2023-12-01,Port Harcourt,Product A,10644974,11875376.85,6070296.15,4574677.85
2023-12-01,Port Harcourt,Product B,3600296,3913364.2,1772006.51,1828289.49
2023-12-01,Port Harcourt,Product C,7429135,9191066.38,3358333.32,4070801.68
2023-12-01,Port Harcourt,Product D,8435310,9254414.46,5703340.81,2731969.19
2023-12-01,Kano,Product A,7530194,8361445.85,5021621.0,2508573.0
2023-12-01,Kano,Product B,2191859,2416109.48,1222762.8,969096.2
2023-12-01,Kano,Product C,5964499,6336832.05,2895570.15,3068928.85
2023-12-01,Kano,Product D,7147356,7733034.4,4687393.92,2459962.08
2023-12-01,Ibadan,Product A,13803728,16619249.68,9070251.78,4733476.22
2023-12-01,Ibadan,Product B,12715797,15681452.45,6847600.12,5868196.88
2023-12-01,Ibadan,Product C,12311703,13471094.2,9076287.93,3235415.07
2023-12-01,Ibadan,Product D,10022561,10830751.38,6758417.86,3264143.14
2024-01-01,Lagos,Product A,12162613,13679594.52,8034405.87,4128207.13
2024-01-01,Lagos,Product B,9899184,11893573.64,6836361.6,3062822.4
2024-01-01,Lagos,Product C,5664338,6810640.98,3705058.08,1959279.92
