Date,Branch,Expense Category,Expense Amount
2022-08-01,Lagos,Repairs,2957767
2022-08-01,Lagos,Security,3655077
2022-08-01,Lagos,Travel,1524667
2022-08-01,Abuja,Rent,2597180
2022-08-01,Abuja,Utilities,2489364
2022-08-01,Abuja,Fuel,1868209
2022-08-01,Abuja,Marketing,3244804
2022-08-01,Abuja,Repairs,745947
2022-08-01,Abuja,Security,492007
2022-08-01,Abuja,Travel,988517
2022-08-01,Port Harcourt,Rent,2365368
2022-08-01,Port Harcourt,Utilities,889086
2022-08-01,Port Harcourt,Fuel,3747041
2022-08-01,Port Harcourt,Marketing,3306712
2022-08-01,Port Harcourt,Repairs,3414316
2022-08-01,Port Harcourt,Security,3326438
2022-08-01,Port Harcourt,Travel,2016354
2022-08-01,Kano,Rent,748629
2022-08-01,Kano,Utilities,1366566
2022-08-01,Kano,Fuel,2862098
2022-08-01,Kano,Marketing,1121754
2022-08-01,Kano,Repairs,1086614
2022-08-01,Kano,Security,806444
2022-08-01,Kano,Travel,3874362
2022-08-01,Ibadan,Rent,1947927
2022-08-01,Ibadan,Utilities,1204247
2022-08-01,Ibadan,Fuel,2216989
2022-08-01,Ibadan,Marketing,3758430
2022-08-01,Ibadan,Repairs,3577514
2022-08-01,Ibadan,Security,1099345
2022-08-01,Ibadan,Travel,3306426
2022-09-01,Lagos,Rent,1717396
2022-09-01,Lagos,Utilities,752002
2022-09-01,Lagos,Fuel,3475714
2022-09-01,Lagos,Marketing,2038414
2022-09-01,Lagos,Repairs,495036
2022-09-01,Lagos,Security,2956003
2022-09-01,Lagos,Travel,3812587
2022-09-01,Abuja,Rent,3119166
2022-09-01,Abuja,Utilities,2769652
2022-09-01,Abuja,Fuel,816818
2022-09-01,Abuja,Marketing,3538611
2022-09-01,Abuja,Repairs,2189553
2022-09-01,Abuja,Security,2218423
2022-09-01,Abuja,Travel,3061767
2022-09-01,Port Harcourt,Rent,2771771
2022-09-01,Port Harcourt,Utilities,2414757
2022-09-01,Port Harcourt,Fuel,864704
2022-09-01,Port Harcourt,Marketing,2392238
2022-09-01,Port Harcourt,Repairs,318193
2022-09-01,Port Harcourt,Security,2524509
2022-09-01,Port Harcourt,Travel,3387905
2022-09-01,Kano,Rent,503724
2022-09-01,Kano,Utilities,2620399
2022-09-01,Kano,Fuel,2115338
2022-09-01,Kano,Marketing,3818249
2022-09-01,Kano,Repairs,2754174
2022-09-01,Kano,Security,2325563
2022-09-01,Kano,Travel,2432102
2022-09-01,Ibadan,Rent,3576093
2022-09-01,Ibadan,Utilities,1043240
2022-09-01,Ibadan,Fuel,3201693
2022-09-01,Ibadan,Marketing,2726632
2022-09-01,Ibadan,Repairs,1028342
2022-09-01,Ibadan,Security,3363916
2022-09-01,Ibadan,Travel,3719381
2022-10-01,Lagos,Rent,838472
2022-10-01,Lagos,Utilities,734336
2022-10-01,Lagos,Fuel,1924896
2022-10-01,Lagos,Marketing,3057846
2022-10-01,Lagos,Repairs,2818872
2022-10-01,Lagos,Security,2842422
2022-10-01,Lagos,Travel,1649910
2022-10-01,Abuja,Rent,2414391
2022-10-01,Abuja,Utilities,3996819
2022-10-01,Abuja,Fuel,1913392
2022-10-01,Abuja,Marketing,2056007
2022-10-01,Abuja,Repairs,2854304
2022-10-01,Abuja,Security,3204620
2022-10-01,Abuja,Travel,3497631
2022-10-01,Port Harcourt,Rent,1341188
2022-10-01,Port Harcourt,Utilities,1447544
2022-10-01,Port Harcourt,Fuel,1968787
2022-10-01,Port Harcourt,Marketing,1738054
2022-10-01,Port Harcourt,Repairs,1533853
2022-10-01,Port Harcourt,Security,2199372
2022-10-01,Port Harcourt,Travel,3675562
2022-10-01,Kano,Rent,859402
2022-10-01,Kano,Utilities,879568
2022-10-01,Kano,Fuel,2031179
2022-10-01,Kano,Marketing,2827170
2022-10-01,Kano,Repairs,3236072
2022-10-01,Kano,Security,3439129
2022-10-01,Kano,Travel,2448719
2022-10-01,Ibadan,Rent,1553732
2022-10-01,Ibadan,Utilities,3836110
2022-10-01,Ibadan,Fuel,3242280
2022-10-01,Ibadan,Marketing,2597664
2022-10-01,Ibadan,Repairs,3910069
2022-10-01,Ibadan,Security,1616637
2022-10-01,Ibadan,Travel,3285817
2022-11-01,Lagos,Rent,3390441
2022-11-01,Lagos,Utilities,2621889
2022-11-01,Lagos,Fuel,2953246
2022-11-01,Lagos,Marketing,1211600
2022-11-01,Lagos,Repairs,1142589
2022-11-01,Lagos,Security,1179598
2022-11-01,Lagos,Travel,2917948
2022-11-01,Abuja,Rent,3296345
2022-11-01,Abuja,Utilities,1518778
2022-11-01,Abuja,Fuel,3179856
2022-11-01,Abuja,Marketing,1748266
2022-11-01,Abuja,Repairs,3120139
2022-11-01,Abuja,Security,856465
2022-11-01,Abuja,Travel,3279618
2022-11-01,Port Harcourt,Rent,3026659
2022-11-01,Port Harcourt,Utilities,1045800
2022-11-01,Port Harcourt,Fuel,2413482
2022-11-01,Port Harcourt,Marketing,2575374
2022-11-01,Port Harcourt,Repairs,3212155
2022-11-01,Port Harcourt,Security,2971257
2022-11-01,Port Harcourt,Travel,1652165
2022-11-01,Kano,Rent,3279435
2022-11-01,Kano,Utilities,784044
2022-11-01,Kano,Fuel,3490921
2022-11-01,Kano,Marketing,1777392
2022-11-01,Kano,Repairs,2658374
2022-11-01,Kano,Security,2314817
2022-11-01,Kano,Travel,2744466
2022-11-01,Ibadan,Rent,2693430
2022-11-01,Ibadan,Utilities,3098260
2022-11-01,Ibadan,Fuel,3278474
2022-11-01,Ibadan,Marketing,2051029
2022-11-01,Ibadan,Repairs,3127982
2022-11-01,Ibadan,Security,3436788
2022-11-01,Ibadan,Travel,3829042
2022-12-01,Lagos,Rent,2539350
2022-12-01,Lagos,Utilities,1499268
2022-12-01,Lagos,Fuel,3980406
2022-12-01,Lagos,Marketing,3853838
2022-12-01,Lagos,Repairs,2071616
2022-12-01,Lagos,Security,3690275
2022-12-01,Lagos,Travel,353563
2022-12-01,Abuja,Rent,2492488
2022-12-01,Abuja,Utilities,746569
2022-12-01,Abuja,Fuel,405999
2022-12-01,Abuja,Marketing,1897485
2022-12-01,Abuja,Repairs,909544
2022-12-01,Abuja,Security,522570
2022-12-01,Abuja,Travel,3111249
2022-12-01,Port Harcourt,Rent,537417
2022-12-01,Port Harcourt,Utilities,1138451
2022-12-01,Port Harcourt,Fuel,1419788
2022-12-01,Port Harcourt,Marketing,3446504
2022-12-01,Port Harcourt,Repairs,3594760
2022-12-01,Port Harcourt,Security,975011
2022-12-01,Port Harcourt,Travel,1502152
2022-12-01,Kano,Rent,3166346
2022-12-01,Kano,Utilities,1350929
2022-12-01,Kano,Fuel,914165
2022-12-01,Kano,Marketing,3820622
2022-12-01,Kano,Repairs,560184
2022-12-01,Kano,Security,3196564
2022-12-01,Kano,Travel,3589833
2022-12-01,Ibadan,Rent,1537909
2022-12-01,Ibadan,Utilities,1155641
2022-12-01,Ibadan,Fuel,3460802
2022-12-01,Ibadan,Marketing,2569840
2022-12-01,Ibadan,Repairs,435502
2022-12-01,Ibadan,Security,1804423
2022-12-01,Ibadan,Travel,3714273
2023-01-01,Lagos,Rent,2198318
2023-01-01,Lagos,Utilities,729832
2023-01-01,Lagos,Fuel,2884147
2023-01-01,Lagos,Marketing,3940804
2023-01-01,Lagos,Repairs,3133361
2023-01-01,Lagos,Security,3401656
2023-01-01,Lagos,Travel,2656716
2023-01-01,Abuja,Rent,3927408
2023-01-01,Abuja,Utilities,1240813
2023-01-01,Abuja,Fuel,3413904
2023-01-01,Abuja,Marketing,3014215
2023-01-01,Abuja,Repairs,2654139
2023-01-01,Abuja,Security,1931108
2023-01-01,Abuja,Travel,1296547
2023-01-01,Port Harcourt,Rent,2442963
2023-01-01,Port Harcourt,Utilities,3589622
2023-01-01,Port Harcourt,Fuel,3642162
2023-01-01,Port Harcourt,Marketing,3650501
2023-01-01,Port Harcourt,Repairs,3219774
2023-01-01,Port Harcourt,Security,1506443
2023-01-01,Port Harcourt,Travel,3206384
2023-01-01,Kano,Rent,3087088
2023-01-01,Kano,Utilities,497047
2023-01-01,Kano,Fuel,1900473
2023-01-01,Kano,Marketing,1925522
2023-01-01,Kano,Repairs,2047205
2023-01-01,Kano,Security,3605579
2023-01-01,Kano,Travel,3173722
2023-01-01,Ibadan,Rent,1611365
2023-01-01,Ibadan,Utilities,2615778
2023-01-01,Ibadan,Fuel,525662
2023-01-01,Ibadan,Marketing,354380
2023-01-01,Ibadan,Repairs,3419177
2023-01-01,Ibadan,Security,1354201
2023-01-01,Ibadan,Travel,1151809
2023-02-01,Lagos,Rent,2902824
2023-02-01,Lagos,Utilities,3944220
2023-02-01,Lagos,Fuel,3575436
2023-02-01,Lagos,Marketing,3908966
2023-02-01,Lagos,Repairs,3949539
2023-02-01,Lagos,Security,2158344
2023-02-01,Lagos,Travel,3781203
2023-02-01,Abuja,Rent,1246018
2023-02-01,Abuja,Utilities,2958301
2023-02-01,Abuja,Fuel,3255428
2023-02-01,Abuja,Marketing,3276049
2023-02-01,Abuja,Repairs,3016367
2023-02-01,Abuja,Security,1842418
2023-02-01,Abuja,Travel,3467151
2023-02-01,Port Harcourt,Rent,2767866
2023-02-01,Port Harcourt,Utilities,2592670
2023-02-01,Port Harcourt,Fuel,3397283
2023-02-01,Port Harcourt,Marketing,2830788
2023-02-01,Port Harcourt,Repairs,1124051
2023-02-01,Port Harcourt,Security,3555395
2023-02-01,Port Harcourt,Travel,3340511
2023-02-01,Kano,Rent,1111588
2023-02-01,Kano,Utilities,1533870
2023-02-01,Kano,Fuel,2182466
2023-02-01,Kano,Marketing,1044178
2023-02-01,Kano,Repairs,3163278
2023-02-01,Kano,Security,612345
2023-02-01,Kano,Travel,1084236
2023-02-01,Ibadan,Rent,1028949
2023-02-01,Ibadan,Utilities,3383146
2023-02-01,Ibadan,Fuel,2455229
2023-02-01,Ibadan,Marketing,800606
2023-02-01,Ibadan,Repairs,1882084
2023-02-01,Ibadan,Security,470432
2023-02-01,Ibadan,Travel,2097292
2023-03-01,Lagos,Rent,1470681
2023-03-01,Lagos,Utilities,2634543
2023-03-01,Lagos,Fuel,1408301
2023-03-01,Lagos,Marketing,845538
2023-03-01,Lagos,Repairs,974984
2023-03-01,Lagos,Security,2749415
2023-03-01,Lagos,Travel,3848440
2023-03-01,Abuja,Rent,1369615
2023-03-01,Abuja,Utilities,323677
2023-03-01,Abuja,Fuel,1686480
2023-03-01,Abuja,Marketing,2255935
2023-03-01,Abuja,Repairs,3276652
2023-03-01,Abuja,Security,949302
2023-03-01,Abuja,Travel,467522
2023-03-01,Port Harcourt,Rent,944678
2023-03-01,Port Harcourt,Utilities,1653208
2023-03-01,Port Harcourt,Fuel,2803497
2023-03-01,Port Harcourt,Marketing,513303
2023-03-01,Port Harcourt,Repairs,3544969
2023-03-01,Port Harcourt,Security,2922977
2023-03-01,Port Harcourt,Travel,2882049
2023-03-01,Kano,Rent,3836385
2023-03-01,Kano,Utilities,3076168
2023-03-01,Kano,Fuel,1563134
2023-03-01,Kano,Marketing,2357519
2023-03-01,Kano,Repairs,3613115
2023-03-01,Kano,Security,2701981
2023-03-01,Kano,Travel,2607539
2023-03-01,Ibadan,Rent,1801919
2023-03-01,Ibadan,Utilities,605684
2023-03-01,Ibadan,Fuel,3588466
2023-03-01,Ibadan,Marketing,3268231
2023-03-01,Ibadan,Repairs,1633197
2023-03-01,Ibadan,Security,2503666
2023-03-01,Ibadan,Travel,1222587
2023-04-01,Lagos,Rent,1071202
2023-04-01,Lagos,Utilities,2483581
2023-04-01,Lagos,Fuel,585952
2023-04-01,Lagos,Marketing,3597806
2023-04-01,Lagos,Repairs,2418712
2023-04-01,Lagos,Security,968448
2023-04-01,Lagos,Travel,2044542
2023-04-01,Abuja,Rent,2577843
2023-04-01,Abuja,Utilities,2552492
2023-04-01,Abuja,Fuel,1992053
2023-04-01,Abuja,Marketing,685647
2023-04-01,Abuja,Repairs,1765502
2023-04-01,Abuja,Security,1227771
2023-04-01,Abuja,Travel,1194870
2023-04-01,Port Harcourt,Rent,3082226
2023-04-01,Port Harcourt,Utilities,1692020
2023-04-01,Port Harcourt,Fuel,1688593
2023-04-01,Port Harcourt,Marketing,1813295
2023-04-01,Port Harcourt,Repairs,1531340
2023-04-01,Port Harcourt,Security,1216225
2023-04-01,Port Harcourt,Travel,3456866
2023-04-01,Kano,Rent,2893256
2023-04-01,Kano,Utilities,2525073
2023-04-01,Kano,Fuel,2291695
2023-04-01,Kano,Marketing,2654408
2023-04-01,Kano,Repairs,3754799
2023-04-01,Kano,Security,3454677
2023-04-01,Kano,Travel,3023362
2023-04-01,Ibadan,Rent,336925
2023-04-01,Ibadan,Utilities,781178
2023-04-01,Ibadan,Fuel,3105731
2023-04-01,Ibadan,Marketing,1751259
2023-04-01,Ibadan,Repairs,2169263
2023-04-01,Ibadan,Security,1308092
2023-04-01,Ibadan,Travel,2993851
2023-05-01,Lagos,Rent,2874048
2023-05-01,Lagos,Utilities,2905215
2023-05-01,Lagos,Fuel,1322685
2023-05-01,Lagos,Marketing,467257
2023-05-01,Lagos,Repairs,3162827
2023-05-01,Lagos,Security,1646107
2023-05-01,Lagos,Travel,1899592
2023-05-01,Abuja,Rent,3639532
2023-05-01,Abuja,Utilities,775525
2023-05-01,Abuja,Fuel,1918480
2023-05-01,Abuja,Marketing,1376218
2023-05-01,Abuja,Repairs,2565919
2023-05-01,Abuja,Security,3336573
2023-05-01,Abuja,Travel,1486270
2023-05-01,Port Harcourt,Rent,403623
2023-05-01,Port Harcourt,Utilities,2467900
2023-05-01,Port Harcourt,Fuel,3748175
2023-05-01,Port Harcourt,Marketing,3531687
2023-05-01,Port Harcourt,Repairs,1872688
2023-05-01,Port Harcourt,Security,2457168
2023-05-01,Port Harcourt,Travel,3667257
2023-05-01,Kano,Rent,2433791
2023-05-01,Kano,Utilities,2168801
2023-05-01,Kano,Fuel,2341806
2023-05-01,Kano,Marketing,483927
2023-05-01,Kano,Repairs,1543334
2023-05-01,Kano,Security,3032707
2023-05-01,Kano,Travel,1107455
2023-05-01,Ibadan,Rent,1643489
2023-05-01,Ibadan,Utilities,2455430
2023-05-01,Ibadan,Fuel,645381
2023-05-01,Ibadan,Marketing,702470
2023-05-01,Ibadan,Repairs,1002104
2023-05-01,Ibadan,Security,3543532
2023-05-01,Ibadan,Travel,2556429
2023-06-01,Lagos,Rent,2536427
2023-06-01,Lagos,Utilities,330746
2023-06-01,Lagos,Fuel,2929547
2023-06-01,Lagos,Marketing,574608
2023-06-01,Lagos,Repairs,1184081
2023-06-01,Lagos,Security,3111589
2023-06-01,Lagos,Travel,2940375
2023-06-01,Abuja,Rent,3544639
2023-06-01,Abuja,Utilities,1194121
2023-06-01,Abuja,Fuel,3927866
2023-06-01,Abuja,Marketing,3174797
2023-06-01,Abuja,Repairs,2079263
2023-06-01,Abuja,Security,3805033
2023-06-01,Abuja,Travel,735900
2023-06-01,Port Harcourt,Rent,1162263
2023-06-01,Port Harcourt,Utilities,2555504
2023-06-01,Port Harcourt,Fuel,3776023
2023-06-01,Port Harcourt,Marketing,3247517
2023-06-01,Port Harcourt,Repairs,3985271
2023-06-01,Port Harcourt,Security,3409552
2023-06-01,Port Harcourt,Travel,3551452
2023-06-01,Kano,Rent,2125519
2023-06-01,Kano,Utilities,3011874
2023-06-01,Kano,Fuel,3725716
2023-06-01,Kano,Marketing,602495
2023-06-01,Kano,Repairs,3432687
2023-06-01,Kano,Security,3177475
2023-06-01,Kano,Travel,944893
2023-06-01,Ibadan,Rent,399627
2023-06-01,Ibadan,Utilities,2226130
2023-06-01,Ibadan,Fuel,3306763
2023-06-01,Ibadan,Marketing,1691315
2023-06-01,Ibadan,Repairs,458906
2023-06-01,Ibadan,Security,667089
2023-06-01,Ibadan,Travel,607224
2023-07-01,Lagos,Rent,527616
2023-07-01,Lagos,Utilities,1046553
2023-07-01,Lagos,Fuel,3631178
2023-07-01,Lagos,Marketing,1356578
2023-07-01,Lagos,Repairs,2640774
2023-07-01,Lagos,Security,595455
2023-07-01,Lagos,Travel,2711566
2023-07-01,Abuja,Rent,3746121
2023-07-01,Abuja,Utilities,1254814
2023-07-01,Abuja,Fuel,1384848
2023-07-01,Abuja,Marketing,2009735
2023-07-01,Abuja,Repairs,1927526
2023-07-01,Abuja,Security,2192158
2023-07-01,Abuja,Travel,2943322
2023-07-01,Port Harcourt,Rent,1996377
2023-07-01,Port Harcourt,Utilities,2116238
2023-07-01,Port Harcourt,Fuel,1627095
2023-07-01,Port Harcourt,Marketing,370845
2023-07-01,Port Harcourt,Repairs,1933689
2023-07-01,Port Harcourt,Security,3124019
2023-07-01,Port Harcourt,Travel,796210
2023-07-01,Kano,Rent,2543257
2023-07-01,Kano,Utilities,324741
2023-07-01,Kano,Fuel,2990321
2023-07-01,Kano,Marketing,3321097
2023-07-01,Kano,Repairs,2893545
2023-07-01,Kano,Security,565237
2023-07-01,Kano,Travel,3470728
2023-07-01,Ibadan,Rent,3428745
2023-07-01,Ibadan,Utilities,2756218
2023-07-01,Ibadan,Fuel,490911
2023-07-01,Ibadan,Marketing,3239712
2023-07-01,Ibadan,Repairs,3857823
2023-07-01,Ibadan,Security,604462
2023-07-01,Ibadan,Travel,1800303
2023-08-01,Lagos,Rent,2409051
2023-08-01,Lagos,Utilities,745164
2023-08-01,Lagos,Fuel,1515662
2023-08-01,Lagos,Marketing,3600463
2023-08-01,Lagos,Repairs,3176783
2023-08-01,Lagos,Security,1563956
2023-08-01,Lagos,Travel,2844121
2023-08-01,Abuja,Rent,662829
2023-08-01,Abuja,Utilities,1480769
2023-08-01,Abuja,Fuel,3509792
2023-08-01,Abuja,Marketing,2135746
2023-08-01,Abuja,Repairs,1899764
2023-08-01,Abuja,Security,1957225
2023-08-01,Abuja,Travel,3748231
2023-08-01,Port Harcourt,Rent,3071273
2023-08-01,Port Harcourt,Utilities,429264
2023-08-01,Port Harcourt,Fuel,2288048
2023-08-01,Port Harcourt,Marketing,955668
2023-08-01,Port Harcourt,Repairs,2537525
2023-08-01,Port Harcourt,Security,1222183
2023-08-01,Port Harcourt,Travel,872025
2023-08-01,Kano,Rent,3432112
2023-08-01,Kano,Utilities,1939941
2023-08-01,Kano,Fuel,3641897
2023-08-01,Kano,Marketing,3644892
2023-08-01,Kano,Repairs,3862924
2023-08-01,Kano,Security,2588934
2023-08-01,Kano,Travel,1537229
2023-08-01,Ibadan,Rent,2959380
2023-08-01,Ibadan,Utilities,904296
2023-08-01,Ibadan,Fuel,1550139
2023-08-01,Ibadan,Marketing,3140756
2023-08-01,Ibadan,Repairs,3634543
2023-08-01,Ibadan,Security,3937044
2023-08-01,Ibadan,Travel,3359008
2023-09-01,Lagos,Rent,3017659
2023-09-01,Lagos,Utilities,1865022
2023-09-01,Lagos,Fuel,346767
2023-09-01,Lagos,Marketing,2621648
2023-09-01,Lagos,Repairs,3969038
2023-09-01,Lagos,Security,2628131
2023-09-01,Lagos,Travel,892964
2023-09-01,Abuja,Rent,816885
2023-09-01,Abuja,Utilities,475209
2023-09-01,Abuja,Fuel,321096
2023-09-01,Abuja,Marketing,2702155
2023-09-01,Abuja,Repairs,2802551
2023-09-01,Abuja,Security,1952898
2023-09-01,Abuja,Travel,2552978
2023-09-01,Port Harcourt,Rent,2596488
2023-09-01,Port Harcourt,Utilities,657047
2023-09-01,Port Harcourt,Fuel,1577967
2023-09-01,Port Harcourt,Marketing,1181025
2023-09-01,Port Harcourt,Repairs,3438583
2023-09-01,Port Harcourt,Security,3409784
2023-09-01,Port Harcourt,Travel,3344801
2023-09-01,Kano,Rent,1742218
2023-09-01,Kano,Utilities,1188089
2023-09-01,Kano,Fuel,2030798
2023-09-01,Kano,Marketing,3009233
2023-09-01,Kano,Repairs,3871277
2023-09-01,Kano,Security,2449801
2023-09-01,Kano,Travel,897500
2023-09-01,Ibadan,Rent,975091
2023-09-01,Ibadan,Utilities,1071721
2023-09-01,Ibadan,Fuel,1226051
2023-09-01,Ibadan,Marketing,2887402
2023-09-01,Ibadan,Repairs,3801188
2023-09-01,Ibadan,Security,1360075
2023-09-01,Ibadan,Travel,1115063
2023-10-01,Lagos,Rent,780761
2023-10-01,Lagos,Utilities,1060670
2023-10-01,Lagos,Fuel,3114285
2023-10-01,Lagos,Marketing,3654017
2023-10-01,Lagos,Repairs,2679397
2023-10-01,Lagos,Security,3874600
2023-10-01,Lagos,Travel,528121
2023-10-01,Abuja,Rent,3870978
2023-10-01,Abuja,Utilities,3450097
2023-10-01,Abuja,Fuel,2602048
2023-10-01,Abuja,Marketing,2234686
2023-10-01,Abuja,Repairs,3003960
2023-10-01,Abuja,Security,2605460
2023-10-01,Abuja,Travel,606790
2023-10-01,Port Harcourt,Rent,1519085
2023-10-01,Port Harcourt,Utilities,3117252
2023-10-01,Port Harcourt,Fuel,582539
2023-10-01,Port Harcourt,Marketing,1351460
2023-10-01,Port Harcourt,Repairs,711890
2023-10-01,Port Harcourt,Security,1128029
2023-10-01,Port Harcourt,Travel,3343341
2023-10-01,Kano,Rent,2735194
2023-10-01,Kano,Utilities,2343424
2023-10-01,Kano,Fuel,1687689
2023-10-01,Kano,Marketing,1797946
2023-10-01,Kano,Repairs,837773
2023-10-01,Kano,Security,3115617
2023-10-01,Kano,Travel,3049252
2023-10-01,Ibadan,Rent,1283702
2023-10-01,Ibadan,Utilities,719619
2023-10-01,Ibadan,Fuel,1495951
2023-10-01,Ibadan,Marketing,2898437
2023-10-01,Ibadan,Repairs,592799
2023-10-01,Ibadan,Security,1111591
2023-10-01,Ibadan,Travel,1632890
2023-11-01,Lagos,Rent,2337849
2023-11-01,Lagos,Utilities,2190146
2023-11-01,Lagos,Fuel,1677183
2023-11-01,Lagos,Marketing,2885127
2023-11-01,Lagos,Repairs,3065817
2023-11-01,Lagos,Security,1582095
2023-11-01,Lagos,Travel,3208574
2023-11-01,Abuja,Rent,2750186
2023-11-01,Abuja,Utilities,939190
2023-11-01,Abuja,Fuel,2672097
2023-11-01,Abuja,Marketing,2677591
2023-11-01,Abuja,Repairs,1828796
2023-11-01,Abuja,Security,3687738
2023-11-01,Abuja,Travel,1626797
2023-11-01,Port Harcourt,Rent,2096451
2023-11-01,Port Harcourt,Utilities,1007325
2023-11-01,Port Harcourt,Fuel,320266
2023-11-01,Port Harcourt,Marketing,1613718
2023-11-01,Port Harcourt,Repairs,1332533
2023-11-01,Port Harcourt,Security,3595297
2023-11-01,Port Harcourt,Travel,1229146
2023-11-01,Kano,Rent,3287179
2023-11-01,Kano,Utilities,3403014
2023-11-01,Kano,Fuel,2987871
2023-11-01,Kano,Marketing,2129236
2023-11-01,Kano,Repairs,1460479
2023-11-01,Kano,Security,3823676
2023-11-01,Kano,Travel,1807793
2023-11-01,Ibadan,Rent,863319
2023-11-01,Ibadan,Utilities,3150365
2023-11-01,Ibadan,Fuel,3374310
2023-11-01,Ibadan,Marketing,1690675
2023-11-01,Ibadan,Repairs,3982120
2023-11-01,Ibadan,Security,2313072
2023-11-01,Ibadan,Travel,2241326
2023-12-01,Lagos,Rent,2167966
2023-12-01,Lagos,Utilities,1804671
2023-12-01,Lagos,Fuel,3549608
2023-12-01,Lagos,Marketing,1581241
2023-12-01,Lagos,Repairs,2342506
2023-12-01,Lagos,Security,2613879
2023-12-01,Lagos,Travel,756477
2023-12-01,Abuja,Rent,1037233
2023-12-01,Abuja,Utilities,3007639
2023-12-01,Abuja,Fuel,2844380
2023-12-01,Abuja,Marketing,643822
2023-12-01,Abuja,Repairs,3830735
2023-12-01,Abuja,Security,1476988
2023-12-01,Abuja,Travel,3901706
2023-12-01,Port Harcourt,Rent,3766356
2023-12-01,Port Harcourt,Utilities,887209
2023-12-01,Port Harcourt,Fuel,2559127
2023-12-01,Port Harcourt,Marketing,1123895
2023-12-01,Port Harcourt,Repairs,1404086
2023-12-01,Port Harcourt,Security,3376709
2023-12-01,Port Harcourt,Travel,2928230
2023-12-01,Kano,Rent,620706
2023-12-01,Kano,Utilities,3351043
2023-12-01,Kano,Fuel,616250
2023-12-01,Kano,Marketing,378141
2023-12-01,Kano,Repairs,3863427
2023-12-01,Kano,Security,2427260
2023-12-01,Kano,Travel,2949233
2023-12-01,Ibadan,Rent,430838
2023-12-01,Ibadan,Utilities,3708469
2023-12-01,Ibadan,Fuel,2740625
2023-12-01,Ibadan,Marketing,2728085
2023-12-01,Ibadan,Repairs,1999257
2023-12-01,Ibadan,Security,3526259
2023-12-01,Ibadan,Travel,2774791
2024-01-01,Lagos,Rent,1192382
2024-01-01,Lagos,Utilities,453747
2024-01-01,Lagos,Fuel,2613552
2024-01-01,Lagos,Marketing,1393104
2024-01-01,Lagos,Repairs,2579475
2024-01-01,Lagos,Security,2563569
2024-01-01,Lagos,Travel,2280147
2024-01-01,Abuja,Rent,3042689
2024-01-01,Abuja,Utilities,3551412
2024-01-01,Abuja,Fuel,923411
2024-01-01,Abuja,Marketing,1834354
2024-01-01,Abuja,Repairs,1946257
2024-01-01,Abuja,Security,1236615
2024-01-01,Abuja,Travel,3538610
2024-01-01,Port Harcourt,Rent,2772964
2024-01-01,Port Harcourt,Utilities,3375376
2024-01-01,Port Harcourt,Fuel,3895207
2024-01-01,Port Harcourt,Marketing,1520538
2024-01-01,Port Harcourt,Repairs,861538
2024-01-01,Port Harcourt,Security,2249097
2024-01-01,Port Harcourt,Travel,2401862
2024-01-01,Kano,Rent,2440823
2024-01-01,Kano,Utilities,679811
2024-01-01,Kano,Fuel,1964237
2024-01-01,Kano,Marketing,1826162
2024-01-01,Kano,Repairs,2406242
2024-01-01,Kano,Security,344424
2024-01-01,Kano,Travel,3079475
2024-01-01,Ibadan,Rent,1301938
2024-01-01,Ibadan,Utilities,3856693
2024-01-01,Ibadan,Fuel,3682874
2024-01-01,Ibadan,Marketing,2875453
2024-01-01,Ibadan,Repairs,3169581
2024-01-01,Ibadan,Security,995598
2024-01-01,Ibadan,Travel,3475952
2024-02-01,Lagos,Rent,2456445
2024-02-01,Lagos,Utilities,888757
2024-02-01,Lagos,Fuel,2171584
2024-02-01,Lagos,Marketing,967827
2024-02-01,Lagos,Repairs,1051389
2024-02-01,Lagos,Security,2675474
2024-02-01,Lagos,Travel,2673189
2024-02-01,Abuja,Rent,3065779
2024-02-01,Abuja,Utilities,3958251
2024-02-01,Abuja,Fuel,913203
2024-02-01,Abuja,Marketing,3386671
2024-02-01,Abuja,Repairs,3370249
2024-02-01,Abuja,Security,2327960
2024-02-01,Abuja,Travel,1804897
2024-02-01,Port Harcourt,Rent,469533
2024-02-01,Port Harcourt,Utilities,1217793
2024-02-01,Port Harcourt,Fuel,3493846
2024-02-01,Port Harcourt,Marketing,2345319
2024-02-01,Port Harcourt,Repairs,1272029
2024-02-01,Port Harcourt,Security,563658
2024-02-01,Port Harcourt,Travel,1408794
2024-02-01,Kano,Rent,1849523
2024-02-01,Kano,Utilities,1281545
2024-02-01,Kano,Fuel,479551
2024-02-01,Kano,Marketing,3104251
2024-02-01,Kano,Repairs,1167273
2024-02-01,Kano,Security,2472168
2024-02-01,Kano,Travel,3619625
2024-02-01,Ibadan,Rent,1815198
2024-02-01,Ibadan,Utilities,1927780
2024-02-01,Ibadan,Fuel,2269956
2024-02-01,Ibadan,Marketing,2206912
2024-02-01,Ibadan,Repairs,3997497
2024-02-01,Ibadan,Security,494772
2024-02-01,Ibadan,Travel,467372
2024-03-01,Lagos,Rent,3020109
2024-03-01,Lagos,Utilities,1659252
2024-03-01,Lagos,Fuel,732957
2024-03-01,Lagos,Marketing,3251683
2024-03-01,Lagos,Repairs,2486796
2024-03-01,Lagos,Security,2957372
2024-03-01,Lagos,Travel,3779792
2024-03-01,Abuja,Rent,1447122
2024-03-01,Abuja,Utilities,3801708
