Date,Branch,Department,Staff Count,Payroll Cost
2023-01-01,Port Harcourt,Finance,44,15914052
2023-01-01,Port Harcourt,Admin,35,15036350
2023-01-01,Port Harcourt,Logistics,36,8822952
2023-01-01,Kano,Operations,49,12140436
2023-01-01,Kano,Sales,45,9151740
2023-01-01,Kano,Finance,40,12849200
2023-01-01,Kano,Admin,14,4180848
2023-01-01,Kano,Logistics,23,9886274
2023-01-01,Ibadan,Operations,37,12885250
2023-01-01,Ibadan,Sales,46,13772906
2023-01-01,Ibadan,Finance,44,10727728
2023-01-01,Ibadan,Admin,21,3377619
2023-01-01,Ibadan,Logistics,57,23999280
2023-02-01,Lagos,Operations,41,7377458
2023-02-01,Lagos,Sales,47,20328205
2023-02-01,Lagos,Finance,39,11333049
2023-02-01,Lagos,Admin,45,7703910
2023-02-01,Lagos,Logistics,38,8069870
2023-02-01,Abuja,Operations,29,9649808
2023-02-01,Abuja,Sales,14,6071240
2023-02-01,Abuja,Finance,16,6923008
2023-02-01,Abuja,Admin,59,18800822
2023-02-01,Abuja,Logistics,30,11374590
2023-02-01,Port Harcourt,Operations,51,7763934
2023-02-01,Port Harcourt,Sales,15,3511365
2023-02-01,Port Harcourt,Finance,18,7640802
2023-02-01,Port Harcourt,Admin,58,6965568
2023-02-01,Port Harcourt,Logistics,58,11421708
2023-02-01,Kano,Operations,52,10308064
2023-02-01,Kano,Sales,38,15144178
2023-02-01,Kano,Finance,28,9084964
2023-02-01,Kano,Admin,49,20727098
2023-02-01,Kano,Logistics,38,8458230
2023-02-01,Ibadan,Operations,23,6577724
2023-02-01,Ibadan,Sales,29,12150681
2023-02-01,Ibadan,Finance,60,16780260
2023-02-01,Ibadan,Admin,37,11118241
2023-02-01,Ibadan,Logistics,15,6382740
2023-03-01,Lagos,Operations,10,4405970
2023-03-01,Lagos,Sales,42,13940430
2023-03-01,Lagos,Finance,18,4936266
2023-03-01,Lagos,Admin,13,4076527
2023-03-01,Lagos,Logistics,45,6653430
2023-03-01,Abuja,Operations,10,4136170
2023-03-01,Abuja,Sales,32,5680416
2023-03-01,Abuja,Finance,28,3817772
2023-03-01,Abuja,Admin,25,8658575
2023-03-01,Abuja,Logistics,54,23188410
2023-03-01,Port Harcourt,Operations,35,15672720
2023-03-01,Port Harcourt,Sales,30,9620760
2023-03-01,Port Harcourt,Finance,35,11201715
2023-03-01,Port Harcourt,Admin,37,15014563
2023-03-01,Port Harcourt,Logistics,23,4851068
2023-03-01,Kano,Operations,40,7716480
2023-03-01,Kano,Sales,22,9046400
2023-03-01,Kano,Finance,34,10502396
2023-03-01,Kano,Admin,36,7231680
2023-03-01,Kano,Logistics,28,5203044
2023-03-01,Ibadan,Operations,18,2269494
2023-03-01,Ibadan,Sales,14,1795290
2023-03-01,Ibadan,Finance,19,7128249
2023-03-01,Ibadan,Admin,52,18146648
2023-03-01,Ibadan,Logistics,18,2958984
2023-04-01,Lagos,Operations,18,6084504
2023-04-01,Lagos,Sales,39,17038905
2023-04-01,Lagos,Finance,37,16530157
2023-04-01,Lagos,Admin,21,7522893
2023-04-01,Lagos,Logistics,42,14379246
2023-04-01,Abuja,Operations,45,16017885
2023-04-01,Abuja,Sales,34,10413622
2023-04-01,Abuja,Finance,24,5217792
2023-04-01,Abuja,Admin,37,16167890
2023-04-01,Abuja,Logistics,10,4230060
2023-04-01,Port Harcourt,Operations,41,10009125
2023-04-01,Port Harcourt,Sales,55,21067750
2023-04-01,Port Harcourt,Finance,27,9055719
2023-04-01,Port Harcourt,Admin,44,18575656
2023-04-01,Port Harcourt,Logistics,33,4538919
2023-04-01,Kano,Operations,12,5014488
2023-04-01,Kano,Sales,40,12529640
2023-04-01,Kano,Finance,17,7211859
2023-04-01,Kano,Admin,40,6479040
2023-04-01,Kano,Logistics,19,7523791
2023-04-01,Ibadan,Operations,58,15456768
2023-04-01,Ibadan,Sales,39,15250170
2023-04-01,Ibadan,Finance,15,5915835
2023-04-01,Ibadan,Admin,49,8152179
2023-04-01,Ibadan,Logistics,25,9192500
2023-05-01,Lagos,Operations,50,8046850
2023-05-01,Lagos,Sales,53,21342782
2023-05-01,Lagos,Finance,47,13340433
2023-05-01,Lagos,Admin,49,7235732
2023-05-01,Lagos,Logistics,31,12415841
2023-05-01,Abuja,Operations,59,7413527
2023-05-01,Abuja,Sales,40,14321760
2023-05-01,Abuja,Finance,42,15372504
2023-05-01,Abuja,Admin,46,13515168
2023-05-01,Abuja,Logistics,36,10981008
2023-05-01,Port Harcourt,Operations,28,7605584
2023-05-01,Port Harcourt,Sales,20,2770420
2023-05-01,Port Harcourt,Finance,54,23399982
2023-05-01,Port Harcourt,Admin,57,15926940
2023-05-01,Port Harcourt,Logistics,56,23270464
2023-05-01,Kano,Operations,26,3957200
2023-05-01,Kano,Sales,50,18403600
2023-05-01,Kano,Finance,47,9806362
2023-05-01,Kano,Admin,46,6764898
2023-05-01,Kano,Logistics,52,14194024
2023-05-01,Ibadan,Operations,57,25497297
2023-05-01,Ibadan,Sales,11,2974114
2023-05-01,Ibadan,Finance,41,6693619
2023-05-01,Ibadan,Admin,18,6931386
2023-05-01,Ibadan,Logistics,14,3719408
2023-06-01,Lagos,Operations,26,4926688
2023-06-01,Lagos,Sales,49,13098190
2023-06-01,Lagos,Finance,27,6877386
2023-06-01,Lagos,Admin,10,1784840
2023-06-01,Lagos,Logistics,48,10154256
2023-06-01,Abuja,Operations,47,9364186
2023-06-01,Abuja,Sales,52,18417048
2023-06-01,Abuja,Finance,33,6994647
2023-06-01,Abuja,Admin,26,6339684
2023-06-01,Abuja,Logistics,41,8806636
2023-06-01,Port Harcourt,Operations,43,5905964
2023-06-01,Port Harcourt,Sales,31,5091750
2023-06-01,Port Harcourt,Finance,19,8212484
2023-06-01,Port Harcourt,Admin,19,7220361
2023-06-01,Port Harcourt,Logistics,58,19517174
2023-06-01,Kano,Operations,59,18932451
2023-06-01,Kano,Sales,25,8769575
2023-06-01,Kano,Finance,56,11631424
2023-06-01,Kano,Admin,23,9726953
2023-06-01,Kano,Logistics,56,16851464
2023-06-01,Ibadan,Operations,13,3362047
2023-06-01,Ibadan,Sales,58,10487212
2023-06-01,Ibadan,Finance,13,2702310
2023-06-01,Ibadan,Admin,39,12833223
2023-06-01,Ibadan,Logistics,40,11120120
2023-07-01,Lagos,Operations,40,15967760
2023-07-01,Lagos,Sales,24,7658976
2023-07-01,Lagos,Finance,53,17198977
2023-07-01,Lagos,Admin,40,10307640
2023-07-01,Lagos,Logistics,19,7563976
2023-07-01,Abuja,Operations,37,4670103
2023-07-01,Abuja,Sales,28,9948708
2023-07-01,Abuja,Finance,34,9707374
2023-07-01,Abuja,Admin,43,6084715
2023-07-01,Abuja,Logistics,16,6376800
2023-07-01,Port Harcourt,Operations,50,15275350
2023-07-01,Port Harcourt,Sales,37,16282590
2023-07-01,Port Harcourt,Finance,51,13408665
2023-07-01,Port Harcourt,Admin,31,8113568
2023-07-01,Port Harcourt,Logistics,27,4631175
2023-07-01,Kano,Operations,26,11083176
2023-07-01,Kano,Sales,35,12661355
2023-07-01,Kano,Finance,59,14559489
2023-07-01,Kano,Admin,56,24005016
2023-07-01,Kano,Logistics,59,13109623
2023-07-01,Ibadan,Operations,43,12766614
2023-07-01,Ibadan,Sales,53,11359384
2023-07-01,Ibadan,Finance,30,12213180
2023-07-01,Ibadan,Admin,10,1244430
2023-07-01,Ibadan,Logistics,14,1767794
2023-08-01,Lagos,Operations,36,6163992
2023-08-01,Lagos,Sales,43,7502511
2023-08-01,Lagos,Finance,53,18751506
2023-08-01,Lagos,Admin,32,7521184
2023-08-01,Lagos,Logistics,56,15037624
2023-08-01,Abuja,Operations,26,5751954
2023-08-01,Abuja,Sales,12,1589100
2023-08-01,Abuja,Finance,49,8241947
2023-08-01,Abuja,Admin,13,5609487
2023-08-01,Abuja,Logistics,52,12151256
2023-08-01,Port Harcourt,Operations,48,8824944
2023-08-01,Port Harcourt,Sales,55,10059610
2023-08-01,Port Harcourt,Finance,15,6555435
2023-08-01,Port Harcourt,Admin,18,5707980
2023-08-01,Port Harcourt,Logistics,52,21672716
2023-08-01,Kano,Operations,21,3740394
2023-08-01,Kano,Sales,54,11696724
2023-08-01,Kano,Finance,26,7135388
2023-08-01,Kano,Admin,39,6228144
2023-08-01,Kano,Logistics,50,17886750
2023-08-01,Ibadan,Operations,27,9284274
2023-08-01,Ibadan,Sales,54,15636024
2023-08-01,Ibadan,Finance,26,5327816
2023-08-01,Ibadan,Admin,59,9368905
2023-08-01,Ibadan,Logistics,27,4123116
2023-09-01,Lagos,Operations,34,11006922
2023-09-01,Lagos,Sales,31,4696128
2023-09-01,Lagos,Finance,26,6727760
2023-09-01,Lagos,Admin,21,7370748
2023-09-01,Lagos,Logistics,14,5289242
2023-09-01,Abuja,Operations,22,9679406
2023-09-01,Abuja,Sales,35,7474425
2023-09-01,Abuja,Finance,51,19276929
2023-09-01,Abuja,Admin,16,3126880
2023-09-01,Abuja,Logistics,44,15228444
2023-09-01,Port Harcourt,Operations,23,10163585
2023-09-01,Port Harcourt,Sales,51,8960955
2023-09-01,Port Harcourt,Finance,38,9719944
2023-09-01,Port Harcourt,Admin,16,2212432
2023-09-01,Port Harcourt,Logistics,14,2196824
2023-09-01,Kano,Operations,46,11563664
2023-09-01,Kano,Sales,59,20872430
2023-09-01,Kano,Finance,11,4190318
2023-09-01,Kano,Admin,19,2288626
2023-09-01,Kano,Logistics,12,3896700
2023-09-01,Ibadan,Operations,27,5386095
2023-09-01,Ibadan,Sales,54,15818004
2023-09-01,Ibadan,Finance,35,14744660
2023-09-01,Ibadan,Admin,10,3902090
2023-09-01,Ibadan,Logistics,55,20749135
2023-10-01,Lagos,Operations,40,13944760
2023-10-01,Lagos,Sales,35,5486320
2023-10-01,Lagos,Finance,44,10489952
2023-10-01,Lagos,Admin,10,3215480
2023-10-01,Lagos,Logistics,54,20128014
2023-10-01,Abuja,Operations,17,7095783
2023-10-01,Abuja,Sales,44,13559744
2023-10-01,Abuja,Finance,31,8641839
2023-10-01,Abuja,Admin,35,5212795
2023-10-01,Abuja,Logistics,50,8376750
2023-10-01,Port Harcourt,Operations,33,13209834
2023-10-01,Port Harcourt,Sales,31,5027642
2023-10-01,Port Harcourt,Finance,39,10608819
2023-10-01,Port Harcourt,Admin,51,11551143
2023-10-01,Port Harcourt,Logistics,21,8624784
2023-10-01,Kano,Operations,12,3856944
2023-10-01,Kano,Sales,52,11447280
2023-10-01,Kano,Finance,29,9411283
2023-10-01,Kano,Admin,16,4933696
2023-10-01,Kano,Logistics,41,6744172
2023-10-01,Ibadan,Operations,50,17481450
2023-10-01,Ibadan,Sales,57,12501981
2023-10-01,Ibadan,Finance,18,2496888
2023-10-01,Ibadan,Admin,22,2932556
2023-10-01,Ibadan,Logistics,56,24128944
2023-11-01,Lagos,Operations,25,9412450
2023-11-01,Lagos,Sales,34,5202884
2023-11-01,Lagos,Finance,60,24204240
2023-11-01,Lagos,Admin,51,14348289
2023-11-01,Lagos,Logistics,41,16397458
2023-11-01,Abuja,Operations,38,4887066
2023-11-01,Abuja,Sales,12,3574596
2023-11-01,Abuja,Finance,13,3861793
2023-11-01,Abuja,Admin,60,8546820
2023-11-01,Abuja,Logistics,35,6368740
2023-11-01,Port Harcourt,Operations,23,9068095
2023-11-01,Port Harcourt,Sales,39,15651168
2023-11-01,Port Harcourt,Finance,19,8051136
2023-11-01,Port Harcourt,Admin,24,3786384
2023-11-01,Port Harcourt,Logistics,12,2330808
2023-11-01,Kano,Operations,41,5329754
2023-11-01,Kano,Sales,40,17768200
2023-11-01,Kano,Finance,12,2966820
2023-11-01,Kano,Admin,54,10175706
2023-11-01,Kano,Logistics,10,2103080
2023-11-01,Ibadan,Operations,50,7309600
2023-11-01,Ibadan,Sales,29,4959261
2023-11-01,Ibadan,Finance,39,17177862
2023-11-01,Ibadan,Admin,20,8597520
2023-11-01,Ibadan,Logistics,14,2460472
2023-12-01,Lagos,Operations,17,6470982
2023-12-01,Lagos,Sales,48,21252768
2023-12-01,Lagos,Finance,24,3674088
2023-12-01,Lagos,Admin,22,7556054
2023-12-01,Lagos,Logistics,31,10253808
2023-12-01,Abuja,Operations,30,5500050
2023-12-01,Abuja,Sales,53,22364516
2023-12-01,Abuja,Finance,44,8448000
2023-12-01,Abuja,Admin,30,6953820
2023-12-01,Abuja,Logistics,58,8346200
2023-12-01,Port Harcourt,Operations,47,9913992
2023-12-01,Port Harcourt,Sales,31,4747526
2023-12-01,Port Harcourt,Finance,17,4481183
2023-12-01,Port Harcourt,Admin,19,6415540
2023-12-01,Port Harcourt,Logistics,20,6278960
2023-12-01,Kano,Operations,45,9292950
2023-12-01,Kano,Sales,38,9414082
2023-12-01,Kano,Finance,47,6642839
2023-12-01,Kano,Admin,18,3103398
2023-12-01,Kano,Logistics,60,26465700
2023-12-01,Ibadan,Operations,34,6892072
2023-12-01,Ibadan,Sales,11,4128421
2023-12-01,Ibadan,Finance,15,1849935
2023-12-01,Ibadan,Admin,10,2140640
2023-12-01,Ibadan,Logistics,15,6469275
2024-01-01,Lagos,Operations,28,9470160
2024-01-01,Lagos,Sales,54,19956618
2024-01-01,Lagos,Finance,54,10072512
2024-01-01,Lagos,Admin,23,4485437
2024-01-01,Lagos,Logistics,50,13102750
2024-01-01,Abuja,Operations,43,15314407
2024-01-01,Abuja,Sales,36,8835732
2024-01-01,Abuja,Finance,21,9242037
2024-01-01,Abuja,Admin,54,7545096
2024-01-01,Abuja,Logistics,48,10289856
2024-01-01,Port Harcourt,Operations,55,21014675
2024-01-01,Port Harcourt,Sales,49,8141252
2024-01-01,Port Harcourt,Finance,50,13895750
2024-01-01,Port Harcourt,Admin,32,10866048
2024-01-01,Port Harcourt,Logistics,10,4124000
2024-01-01,Kano,Operations,25,5515300
2024-01-01,Kano,Sales,17,6765592
2024-01-01,Kano,Finance,16,7111872
2024-01-01,Kano,Admin,33,13298010
2024-01-01,Kano,Logistics,42,9868446
2024-01-01,Ibadan,Operations,39,17489433
2024-01-01,Ibadan,Sales,52,11913616
2024-01-01,Ibadan,Finance,27,3991221
2024-01-01,Ibadan,Admin,22,3939672
2024-01-01,Ibadan,Logistics,60,11893920
2024-02-01,Lagos,Operations,53,19542584
2024-02-01,Lagos,Sales,41,8710204
2024-02-01,Lagos,Finance,20,2852080
2024-02-01,Lagos,Admin,13,4042246
2024-02-01,Lagos,Logistics,28,6436780
2024-02-01,Abuja,Operations,37,9316452
2024-02-01,Abuja,Sales,31,13745090
2024-02-01,Abuja,Finance,58,20739582
2024-02-01,Abuja,Admin,12,2096952
2024-02-01,Abuja,Logistics,57,8407614
2024-02-01,Port Harcourt,Operations,44,9337460
2024-02-01,Port Harcourt,Sales,20,2704760
2024-02-01,Port Harcourt,Finance,41,15988237
2024-02-01,Port Harcourt,Admin,17,2671550
2024-02-01,Port Harcourt,Logistics,25,8830350
2024-02-01,Kano,Operations,47,19926214
2024-02-01,Kano,Sales,30,10191330
2024-02-01,Kano,Finance,22,6396544
2024-02-01,Kano,Admin,24,4265784
2024-02-01,Kano,Logistics,30,7182690
2024-02-01,Ibadan,Operations,16,3909088
2024-02-01,Ibadan,Sales,57,19170126
2024-02-01,Ibadan,Finance,22,6971514
2024-02-01,Ibadan,Admin,24,3805200
2024-02-01,Ibadan,Logistics,40,17070240
2024-03-01,Lagos,Operations,41,6088049
2024-03-01,Lagos,Sales,37,7251630
2024-03-01,Lagos,Finance,23,10108914
2024-03-01,Lagos,Admin,39,8320845
2024-03-01,Lagos,Logistics,34,10737642
2024-03-01,Abuja,Operations,18,6479766
2024-03-01,Abuja,Sales,56,12420408
2024-03-01,Abuja,Finance,50,15400200
2024-03-01,Abuja,Admin,27,6102432
2024-03-01,Abuja,Logistics,31,5787545
2024-03-01,Port Harcourt,Operations,12,5017728
2024-03-01,Port Harcourt,Sales,13,3472521
2024-03-01,Port Harcourt,Finance,18,3208554
2024-03-01,Port Harcourt,Admin,39,14056653
2024-03-01,Port Harcourt,Logistics,36,7551288
2024-03-01,Kano,Operations,58,17407656
2024-03-01,Kano,Sales,24,6593976
2024-03-01,Kano,Finance,48,9705696
2024-03-01,Kano,Admin,60,26436960
2024-03-01,Kano,Logistics,20,8462040
2024-03-01,Ibadan,Operations,45,10819350
2024-03-01,Ibadan,Sales,15,5037705
2024-03-01,Ibadan,Finance,43,16188984
2024-03-01,Ibadan,Admin,23,9893634
2024-03-01,Ibadan,Logistics,40,14504840
2024-04-01,Lagos,Operations,27,3445308
2024-04-01,Lagos,Sales,56,19289368
2024-04-01,Lagos,Finance,57,14211069
2024-04-01,Lagos,Admin,25,7289925
2024-04-01,Lagos,Logistics,37,15680859
2024-04-01,Abuja,Operations,24,10326192
2024-04-01,Abuja,Sales,19,7994896
2024-04-01,Abuja,Finance,10,3390320
2024-04-01,Abuja,Admin,12,1692024
2024-04-01,Abuja,Logistics,40,15374160
2024-04-01,Port Harcourt,Operations,12,4118256
2024-04-01,Port Harcourt,Sales,43,14049691
2024-04-01,Port Harcourt,Finance,40,6855160
2024-04-01,Port Harcourt,Admin,38,14427536
2024-04-01,Port Harcourt,Logistics,25,4089075
2024-04-01,Kano,Operations,45,5693085
2024-04-01,Kano,Sales,54,17991936
2024-04-01,Kano,Finance,23,4360317
2024-04-01,Kano,Admin,32,8802528
2024-04-01,Kano,Logistics,25,4189200
2024-04-01,Ibadan,Operations,11,4086984
2024-04-01,Ibadan,Sales,52,14550744
2024-04-01,Ibadan,Finance,20,7215920
2024-04-01,Ibadan,Admin,46,19596230
2024-04-01,Ibadan,Logistics,11,3943137
2024-05-01,Lagos,Operations,39,7514442
2024-05-01,Lagos,Sales,55,18288875
2024-05-01,Lagos,Finance,21,6598347
2024-05-01,Lagos,Admin,50,18171200
2024-05-01,Lagos,Logistics,55,6639270
2024-05-01,Abuja,Operations,50,7853300
2024-05-01,Abuja,Sales,34,10014292
2024-05-01,Abuja,Finance,43,5897493
2024-05-01,Abuja,Admin,28,9612260
2024-05-01,Abuja,Logistics,58,15163926
2024-05-01,Port Harcourt,Operations,54,23820858
2024-05-01,Port Harcourt,Sales,44,18549740
2024-05-01,Port Harcourt,Finance,60,13716240
2024-05-01,Port Harcourt,Admin,60,9746700
2024-05-01,Port Harcourt,Logistics,49,14504000
2024-05-01,Kano,Operations,57,8478009
2024-05-01,Kano,Sales,42,13055070
2024-05-01,Kano,Finance,13,2316314
2024-05-01,Kano,Admin,34,10596916
2024-05-01,Kano,Logistics,39,17339556
2024-05-01,Ibadan,Operations,12,3739968
2024-05-01,Ibadan,Sales,33,6992370
2024-05-01,Ibadan,Finance,51,21061317
2024-05-01,Ibadan,Admin,55,8532150
2024-05-01,Ibadan,Logistics,45,10229760
2024-06-01,Lagos,Operations,18,5320782
2024-06-01,Lagos,Sales,25,10073075
2024-06-01,Lagos,Finance,17,6304756
2024-06-01,Lagos,Admin,57,24176493
2024-06-01,Lagos,Logistics,54,12419568
2024-06-01,Abuja,Operations,58,13815252
2024-06-01,Abuja,Sales,30,9147660
2024-06-01,Abuja,Finance,27,10368351
2024-06-01,Abuja,Admin,53,18112008
2024-06-01,Abuja,Logistics,27,4010904
2024-06-01,Port Harcourt,Operations,14,4416454
2024-06-01,Port Harcourt,Sales,32,11430176
2024-06-01,Port Harcourt,Finance,41,15699064
2024-06-01,Port Harcourt,Admin,43,7926405
2024-06-01,Port Harcourt,Logistics,40,15954840
2024-06-01,Kano,Operations,53,21166557
2024-06-01,Kano,Sales,28,9995048
2024-06-01,Kano,Finance,49,15337686
2024-06-01,Kano,Admin,53,8183571
2024-06-01,Kano,Logistics,22,7921254
2024-06-01,Ibadan,Operations,15,2430480
2024-06-01,Ibadan,Sales,35,7481180
2024-06-01,Ibadan,Finance,28,4489576
2024-06-01,Ibadan,Admin,16,3302144
2024-06-01,Ibadan,Logistics,27,4825791
2024-07-01,Lagos,Operations,54,10668780
2024-07-01,Lagos,Sales,41,8155064
2024-07-01,Lagos,Finance,23,9038770
2024-07-01,Lagos,Admin,50,6594800
2024-07-01,Lagos,Logistics,28,9474780
2024-07-01,Abuja,Operations,53,21404951
2024-07-01,Abuja,Sales,18,6632316
2024-07-01,Abuja,Finance,32,10888608
2024-07-01,Abuja,Admin,38,4987956
2024-07-01,Abuja,Logistics,28,6135416
2024-07-01,Port Harcourt,Operations,14,1841742
2024-07-01,Port Harcourt,Sales,24,9418320
2024-07-01,Port Harcourt,Finance,51,15100896
2024-07-01,Port Harcourt,Admin,36,15242652
2024-07-01,Port Harcourt,Logistics,31,9023418
2024-07-01,Kano,Operations,41,17674690
2024-07-01,Kano,Sales,52,20693868
2024-07-01,Kano,Finance,45,15904890
2024-07-01,Kano,Admin,39,10897614
2024-07-01,Kano,Logistics,46,8702372
2024-07-01,Ibadan,Operations,60,16841460
2024-07-01,Ibadan,Sales,20,5126360
2024-07-01,Ibadan,Finance,24,8973168
2024-07-01,Ibadan,Admin,33,8945343
2024-07-01,Ibadan,Logistics,59,8543672
2024-08-01,Lagos,Operations,19,5797603
2024-08-01,Lagos,Sales,28,10053008
2024-08-01,Lagos,Finance,20,8886800
2024-08-01,Lagos,Admin,20,8013200
2024-08-01,Lagos,Logistics,28,6035876
2024-08-01,Abuja,Operations,21,4209870
2024-08-01,Abuja,Sales,20,4894600
2024-08-01,Abuja,Finance,17,2406775
2024-08-01,Abuja,Admin,30,12636480
2024-08-01,Abuja,Logistics,18,6320736
2024-08-01,Port Harcourt,Operations,26,8159164
2024-08-01,Port Harcourt,Sales,21,4778760
2024-08-01,Port Harcourt,Finance,45,6218415
2024-08-01,Port Harcourt,Admin,52,14880788
2024-08-01,Port Harcourt,Logistics,32,6322080
2024-08-01,Kano,Operations,33,11718465
2024-08-01,Kano,Sales,44,9030868
2024-08-01,Kano,Finance,44,12236576
2024-08-01,Kano,Admin,17,2262139
2024-08-01,Kano,Logistics,35,13364330
2024-08-01,Ibadan,Operations,59,11577157
2024-08-01,Ibadan,Sales,39,11227554
2024-08-01,Ibadan,Finance,19,2322769
2024-08-01,Ibadan,Admin,57,23161209
2024-08-01,Ibadan,Logistics,42,12334812
2024-09-01,Lagos,Operations,51,14022756
2024-09-01,Lagos,Sales,40,10878080
2024-09-01,Lagos,Finance,58,24406284
2024-09-01,Lagos,Admin,52,10249928
2024-09-01,Lagos,Logistics,46,16182340
2024-09-01,Abuja,Operations,31,5545435
2024-09-01,Abuja,Sales,56,20782944
2024-09-01,Abuja,Finance,12,2317164
2024-09-01,Abuja,Admin,53,21669633
2024-09-01,Abuja,Logistics,17,4785891
2024-09-01,Port Harcourt,Operations,11,3636259
2024-09-01,Port Harcourt,Sales,49,11541166
2024-09-01,Port Harcourt,Finance,38,11680326
2024-09-01,Port Harcourt,Admin,15,4366650
2024-09-01,Port Harcourt,Logistics,13,5704998
2024-09-01,Kano,Operations,51,11338014
2024-09-01,Kano,Sales,47,18612094
2024-09-01,Kano,Finance,24,6377112
2024-09-01,Kano,Admin,22,2900062
2024-09-01,Kano,Logistics,15,6034245
2024-09-01,Ibadan,Operations,38,6300780
2024-09-01,Ibadan,Sales,42,13725222
2024-09-01,Ibadan,Finance,22,8297190
2024-09-01,Ibadan,Admin,30,13087050
2024-09-01,Ibadan,Logistics,48,18633696
2024-10-01,Lagos,Operations,13,4020913
2024-10-01,Lagos,Sales,35,6914810
2024-10-01,Lagos,Finance,55,18931330
2024-10-01,Lagos,Admin,33,10640322
2024-10-01,Lagos,Logistics,33,4170903
2024-10-01,Abuja,Operations,28,8423436
2024-10-01,Abuja,Sales,32,9008800
2024-10-01,Abuja,Finance,38,15737396
2024-10-01,Abuja,Admin,15,3496290
2024-10-01,Abuja,Logistics,56,19762344
2024-10-01,Port Harcourt,Operations,57,19260243
2024-10-01,Port Harcourt,Sales,38,10310426
2024-10-01,Port Harcourt,Finance,20,6844200
2024-10-01,Port Harcourt,Admin,56,18880736
2024-10-01,Port Harcourt,Logistics,18,7701318
2024-10-01,Kano,Operations,48,7926192
2024-10-01,Kano,Sales,19,4349822
2024-10-01,Kano,Finance,29,10696157
2024-10-01,Kano,Admin,43,12721722
2024-10-01,Kano,Logistics,14,6015590
2024-10-01,Ibadan,Operations,58,18386696
2024-10-01,Ibadan,Sales,15,1852050
2024-10-01,Ibadan,Finance,36,9478908
2024-10-01,Ibadan,Admin,36,7620984
2024-10-01,Ibadan,Logistics,45,16302735
2024-11-01,Lagos,Operations,55,22976305
2024-11-01,Lagos,Sales,58,11123762
2024-11-01,Lagos,Finance,22,4785440
2024-11-01,Lagos,Admin,34,9239908
2024-11-01,Lagos,Logistics,45,16974360
2024-11-01,Abuja,Operations,12,3339972
2024-11-01,Abuja,Sales,47,13128886
2024-11-01,Abuja,Finance,41,16942184
2024-11-01,Abuja,Admin,57,20689974
2024-11-01,Abuja,Logistics,24,3217704
2024-11-01,Port Harcourt,Operations,60,7276920
2024-11-01,Port Harcourt,Sales,19,4896642
2024-11-01,Port Harcourt,Finance,29,10664663
2024-11-01,Port Harcourt,Admin,17,4604127
2024-11-01,Port Harcourt,Logistics,36,7705512
2024-11-01,Kano,Operations,41,10181079
2024-11-01,Kano,Sales,11,2008336
2024-11-01,Kano,Finance,58,15389778
2024-11-01,Kano,Admin,41,6354303
2024-11-01,Kano,Logistics,48,14863968
2024-11-01,Ibadan,Operations,47,17479864
2024-11-01,Ibadan,Sales,46,16036750
2024-11-01,Ibadan,Finance,26,11680500
2024-11-01,Ibadan,Admin,53,19587846
2024-11-01,Ibadan,Logistics,54,9865584
2024-12-01,Lagos,Operations,33,12827463
2024-12-01,Lagos,Sales,56,23609768
2024-12-01,Lagos,Finance,11,2816792
2024-12-01,Lagos,Admin,20,8499080
2024-12-01,Lagos,Logistics,13,2556021
2024-12-01,Abuja,Operations,30,10851570
2024-12-01,Abuja,Sales,54,10316106
2024-12-01,Abuja,Finance,32,6579840
2024-12-01,Abuja,Admin,13,3418441
2024-12-01,Abuja,Logistics,33,11218218
2024-12-01,Port Harcourt,Operations,50,15331900
2024-12-01,Port Harcourt,Sales,13,3535584
2024-12-01,Port Harcourt,Finance,28,11134732
2024-12-01,Port Harcourt,Admin,50,8013950
2024-12-01,Port Harcourt,Logistics,42,9307788
2024-12-01,Kano,Operations,59,26506812
2024-12-01,Kano,Sales,21,3560529
2024-12-01,Kano,Finance,48,9966096
2024-12-01,Kano,Admin,44,12722072
2024-12-01,Kano,Logistics,30,8335440
2024-12-01,Ibadan,Operations,27,8371782
2024-12-01,Ibadan,Sales,16,6403040
2024-12-01,Ibadan,Finance,47,14304685
2024-12-01,Ibadan,Admin,19,2408478
2024-12-01,Ibadan,Logistics,18,7050060
2025-01-01,Lagos,Operations,28,8835848
2025-01-01,Lagos,Sales,59,22079334
2025-01-01,Lagos,Finance,36,10743192
2025-01-01,Lagos,Admin,20,3473920
2025-01-01,Lagos,Logistics,23,4623713
2025-01-01,Abuja,Operations,42,9908934
2025-01-01,Abuja,Sales,22,9083712
2025-01-01,Abuja,Finance,49,19384057
2025-01-01,Abuja,Admin,44,17993404
2025-01-01,Abuja,Logistics,54,9706554
2025-01-01,Port Harcourt,Operations,36,13011480
2025-01-01,Port Harcourt,Sales,14,2535582
2025-01-01,Port Harcourt,Finance,18,2323998
2025-01-01,Port Harcourt,Admin,40,12102480
2025-01-01,Port Harcourt,Logistics,29,8992610
2025-01-01,Kano,Operations,18,6330636
2025-01-01,Kano,Sales,48,18924768
2025-01-01,Kano,Finance,58,17361140
2025-01-01,Kano,Admin,21,5874582
2025-01-01,Kano,Logistics,11,2003958
2025-01-01,Ibadan,Operations,24,4499592
2025-01-01,Ibadan,Sales,54,10510398
2025-01-01,Ibadan,Finance,54,12894660
2025-01-01,Ibadan,Admin,29,5385764
