Date,Year,Month,Employee ID,MDA,LGA,Grade Level,Bank,Basic Salary,Allowances,Deductions,Net Pay,Employee Status
25/03/2021,2021,3,EMP10677,Katsina Urban Planning Authority,Katsina,GL 14,GTBank,148910,27907.6,22781.83,154035.77,Retired
25/03/2021,2021,3,EMP10678,Katsina Urban Planning Authority,Musawa,GL 16,Zenith Bank,330907,84341,34896.03,380351.97,Active
25/03/2021,2021,3,EMP10679,Ministry of Education,Charanchi,GL 06,GTBank,157011,30321.25,13306.58,174025.67,Suspended
25/03/2021,2021,3,EMP10680,Katsina State Internal Revenue Service,Daura,GL 10,Keystone Bank,252962,62397.75,10783.25,304576.5,Active
25/03/2021,2021,3,EMP10681,Ministry of Commerce and Industry,Dutsin-Ma,GL 08,First Bank,255367,32927.68,18525.86,269768.82,Suspended
25/03/2021,2021,3,EMP10682,Ministry of Health,Katsina,GL 08,Zenith Bank,427639,113451.27,70439.63,470650.64,Active
25/03/2021,2021,3,EMP10683,Ministry of Transport,Malumfashi,GL 14,Keystone Bank,376927,100811.92,37923.44,439815.48,Active
25/03/2021,2021,3,EMP10684,Ministry of Lands and Survey,Malumfashi,GL 08,UBA,360974,85642.74,26962.04,419654.7,Active
25/03/2021,2021,3,EMP10685,Ministry of Agriculture,Daura,GL 04,Keystone Bank,84433,14891.68,6377.6,92947.08,Suspended
25/03/2021,2021,3,EMP10686,Ministry of Works and Housing,Batsari,GL 12,GTBank,358899,155761.78,22527.67,492133.11,Active
25/03/2021,2021,3,EMP10687,Ministry of Lands and Survey,Daura,GL 06,Keystone Bank,343257,117730.89,43821.24,417166.65,Retired
25/03/2021,2021,3,EMP10688,State Water Board,Musawa,GL 12,Keystone Bank,101308,29226.84,14726.45,115808.39,Suspended
25/03/2021,2021,3,EMP10689,Ministry of Health,Kusada,GL 08,UBA,245848,49357.1,8039.38,287165.72,Suspended
25/03/2021,2021,3,EMP10690,Ministry of Transport,Charanchi,GL 06,Keystone Bank,330531,137515.34,57380.49,410665.85,Active
25/03/2021,2021,3,EMP10691,Ministry of Health,Charanchi,GL 14,Access Bank,333550,113351.09,47579.1,399321.99,Suspended
25/03/2021,2021,3,EMP10692,Ministry of Works and Housing,Mani,GL 08,Access Bank,195668,51064.86,21040.65,225692.21,Retired
25/03/2021,2021,3,EMP10693,Ministry of Transport,Jibia,GL 10,GTBank,300602,127781.75,24177.64,404206.11,Active
25/03/2021,2021,3,EMP10694,Ministry of Commerce and Industry,Daura,GL 08,Zenith Bank,276963,29789.33,16919.25,289833.08,Suspended
25/03/2021,2021,3,EMP10695,Katsina State Internal Revenue Service,Batsari,GL 16,First Bank,381598,97754.02,52924.19,426427.83,Retired
25/03/2021,2021,3,EMP10696,Ministry of Health,Charanchi,GL 10,Access Bank,399942,40243.55,23350.79,416834.76,Active
25/03/2021,2021,3,EMP10697,Ministry of Health,Mani,GL 10,UBA,267173,76581.09,26161.4,317592.69,Retired
25/03/2021,2021,3,EMP10698,Ministry of Works and Housing,Mashi,GL 12,Keystone Bank,307064,67561.16,50417.95,324207.21,Active
25/03/2021,2021,3,EMP10699,Ministry of Works and Housing,Jibia,GL 16,Zenith Bank,264995,104500.33,44577.07,324918.26,Active
25/03/2021,2021,3,EMP10700,Ministry of Lands and Survey,Charanchi,GL 10,First Bank,370087,161067.8,48657.29,482497.51,Active
25/03/2021,2021,3,EMP10701,Ministry of Works and Housing,Daura,GL 14,Access Bank,258346,50818.31,41198.61,267965.7,Duplicate Review
25/03/2021,2021,3,EMP10702,Ministry of Education,Kankia,GL 14,GTBank,211903,86898.93,26802.66,271999.27,Retired
25/03/2021,2021,3,EMP10703,Ministry of Lands and Survey,Mani,GL 14,Keystone Bank,411862,86370.13,27214.09,471018.04,Active
25/03/2021,2021,3,EMP10704,Ministry of Works and Housing,Jibia,GL 12,UBA,414667,127405.66,16654.16,525418.5,Duplicate Review
25/03/2021,2021,3,EMP10705,Ministry of Commerce and Industry,Kusada,GL 08,Keystone Bank,378799,48925.11,23109.43,404614.68,Retired
25/03/2021,2021,3,EMP10706,Ministry of Commerce and Industry,Daura,GL 10,Zenith Bank,378971,48363.93,18520.14,408814.79,Duplicate Review
25/03/2021,2021,3,EMP10707,State Water Board,Dutsin-Ma,GL 04,Zenith Bank,436607,97797.7,71728.27,462676.43,Retired
25/03/2021,2021,3,EMP10708,Katsina Urban Planning Authority,Charanchi,GL 14,First Bank,119196,46730.77,8257.15,157669.62,Active
25/03/2021,2021,3,EMP10709,Ministry of Commerce and Industry,Kankia,GL 10,Zenith Bank,417549,182980.81,55297.86,545231.95,Duplicate Review
25/03/2021,2021,3,EMP10710,Ministry of Transport,Charanchi,GL 04,Zenith Bank,278161,117599.91,44209.91,351551,Active
25/03/2021,2021,3,EMP10711,Katsina State Internal Revenue Service,Charanchi,GL 12,Zenith Bank,101521,16851.39,6378.17,111994.22,Active
25/03/2021,2021,3,EMP10712,Katsina Urban Planning Authority,Dutsin-Ma,GL 06,Keystone Bank,209476,40903.35,26797.54,223581.81,Retired
25/03/2021,2021,3,EMP10713,State Water Board,Funtua,GL 16,Keystone Bank,449517,138238.1,61760.27,525994.83,Suspended
25/03/2021,2021,3,EMP10714,Ministry of Transport,Kusada,GL 06,UBA,152439,55530.71,27219.85,180749.86,Active
25/03/2021,2021,3,EMP10715,Ministry of Education,Mani,GL 08,First Bank,198903,24684.13,28706.97,194880.16,Active
25/03/2021,2021,3,EMP10716,Ministry of Transport,Mani,GL 04,GTBank,242372,65264.94,13533.46,294103.48,Active
25/03/2021,2021,3,EMP10717,Ministry of Works and Housing,Malumfashi,GL 16,First Bank,311353,44176.25,48618.9,306910.35,Retired
25/03/2021,2021,3,EMP10718,Ministry of Lands and Survey,Charanchi,GL 10,Keystone Bank,114955,38219.76,5406.68,147768.08,Active
25/03/2021,2021,3,EMP10719,Ministry of Health,Jibia,GL 08,GTBank,203321,28613.88,33745.35,198189.53,Active
25/03/2021,2021,3,EMP10720,Ministry of Education,Kankia,GL 08,GTBank,289032,126406.83,32217.1,383221.73,Active
25/03/2021,2021,3,EMP10721,Katsina State Internal Revenue Service,Musawa,GL 14,Zenith Bank,269172,42941.77,30506.66,281607.11,Active
25/03/2021,2021,3,EMP10722,Ministry of Health,Jibia,GL 12,First Bank,185125,78837.78,9230.97,254731.81,Retired
25/03/2021,2021,3,EMP10723,Katsina Urban Planning Authority,Mashi,GL 08,Zenith Bank,220311,89324.72,31755.93,277879.79,Duplicate Review
25/03/2021,2021,3,EMP10724,Katsina Urban Planning Authority,Kusada,GL 06,Access Bank,121539,37597.15,7739.12,151397.03,Retired
25/03/2021,2021,3,EMP10725,Katsina State Internal Revenue Service,Rimi,GL 16,Keystone Bank,213295,74542.68,8999.63,278838.05,Suspended
25/03/2021,2021,3,EMP10726,State Water Board,Mashi,GL 12,Zenith Bank,190440,39395.09,22997.1,206837.99,Active
25/03/2021,2021,3,EMP10727,Ministry of Lands and Survey,Bakori,GL 12,First Bank,383189,170109.45,42060.26,511238.19,Active
25/03/2021,2021,3,EMP10728,Katsina State Internal Revenue Service,Funtua,GL 08,Access Bank,228676,82357.96,23205.39,287828.57,Retired
25/03/2021,2021,3,EMP10729,Ministry of Agriculture,Charanchi,GL 16,First Bank,302373,46860.74,37049.6,312184.14,Duplicate Review
25/03/2021,2021,3,EMP10730,Katsina State Internal Revenue Service,Katsina,GL 06,First Bank,428407,159468.45,65499.07,522376.38,Suspended
25/03/2021,2021,3,EMP10731,Ministry of Health,Dutsin-Ma,GL 08,GTBank,297472,87678.78,39731.22,345419.56,Duplicate Review
25/03/2021,2021,3,EMP10732,Ministry of Lands and Survey,Jibia,GL 14,Zenith Bank,364892,39484.26,42871.54,361504.72,Active
25/03/2021,2021,3,EMP10733,Ministry of Lands and Survey,Funtua,GL 08,GTBank,207220,81590.76,34345.21,254465.55,Suspended
25/03/2021,2021,3,EMP10734,Ministry of Lands and Survey,Mashi,GL 06,UBA,221239,92552.66,25571.68,288219.98,Active
25/03/2021,2021,3,EMP10735,Ministry of Agriculture,Musawa,GL 16,UBA,441462,184326.01,24393.71,601394.3,Retired
25/03/2021,2021,3,EMP10736,Ministry of Transport,Kusada,GL 08,Zenith Bank,76072,8301.1,5319.55,79053.55,Suspended
25/03/2021,2021,3,EMP10737,Ministry of Commerce and Industry,Musawa,GL 04,GTBank,121698,50001.05,17745.41,153953.64,Active
25/03/2021,2021,3,EMP10738,Katsina State Internal Revenue Service,Batsari,GL 10,Keystone Bank,154360,68414.11,7727.51,215046.6,Active
25/03/2021,2021,3,EMP10739,Ministry of Transport,Batsari,GL 06,UBA,437194,95660.74,40878.9,491975.84,Active
25/03/2021,2021,3,EMP10740,Ministry of Commerce and Industry,Bakori,GL 14,Keystone Bank,424885,141769.99,73140.41,493514.58,Active
25/03/2021,2021,3,EMP10741,State Water Board,Charanchi,GL 04,Keystone Bank,380144,153984.78,20389.06,513739.72,Retired
25/03/2021,2021,3,EMP10742,Katsina Urban Planning Authority,Mashi,GL 04,Zenith Bank,334076,33716.76,15773.66,352019.1,Retired
25/03/2021,2021,3,EMP10743,State Water Board,Jibia,GL 04,UBA,315281,51147.46,39624.51,326803.95,Active
25/03/2021,2021,3,EMP10744,Ministry of Education,Kankia,GL 14,Keystone Bank,420237,163247.11,29235.27,554248.84,Active
25/03/2021,2021,3,EMP10745,Ministry of Lands and Survey,Charanchi,GL 14,GTBank,85442,18734.42,9747.26,94429.16,Duplicate Review
25/03/2021,2021,3,EMP10746,Ministry of Lands and Survey,Kankia,GL 10,Zenith Bank,110305,31887.82,13905.44,128287.38,Active
25/03/2021,2021,3,EMP10747,Ministry of Education,Jibia,GL 12,Keystone Bank,279137,101525.26,42347,338315.26,Suspended
25/03/2021,2021,3,EMP10748,Ministry of Lands and Survey,Charanchi,GL 10,GTBank,223145,51876.12,10155.57,264865.55,Active
25/03/2021,2021,3,EMP10749,Ministry of Education,Bakori,GL 06,Access Bank,156155,45997.17,24114.6,178037.57,Suspended
25/03/2021,2021,3,EMP10750,Ministry of Agriculture,Katsina,GL 08,UBA,254020,35743.34,20799.81,268963.53,Active
25/04/2021,2021,4,EMP10751,Ministry of Lands and Survey,Mashi,GL 04,UBA,268280,79860.4,39043.26,309097.14,Suspended
25/04/2021,2021,4,EMP10752,Ministry of Health,Dutsin-Ma,GL 16,First Bank,250295,55395.67,17311.84,288378.83,Active
25/04/2021,2021,4,EMP10753,State Water Board,Charanchi,GL 10,Zenith Bank,434188,178658.91,24199.88,588647.03,Retired
25/04/2021,2021,4,EMP10754,Ministry of Transport,Daura,GL 08,First Bank,351247,90722.03,14084.05,427884.98,Active
25/04/2021,2021,4,EMP10755,Ministry of Lands and Survey,Dutsin-Ma,GL 12,Zenith Bank,357840,96515.57,11739.43,442616.14,Retired
25/04/2021,2021,4,EMP10756,Ministry of Transport,Bakori,GL 16,Access Bank,257370,72228.76,34678.04,294920.72,Duplicate Review
25/04/2021,2021,4,EMP10757,Ministry of Transport,Batsari,GL 08,Access Bank,144756,42773.85,23755.03,163774.82,Duplicate Review
25/04/2021,2021,4,EMP10758,Ministry of Health,Malumfashi,GL 12,GTBank,146529,41827.23,14991.33,173364.9,Active
25/04/2021,2021,4,EMP10759,Ministry of Lands and Survey,Dutsin-Ma,GL 12,Keystone Bank,101037,16973.82,12302.82,105708,Active
25/04/2021,2021,4,EMP10760,Ministry of Commerce and Industry,Musawa,GL 06,Keystone Bank,357350,108809.25,15095.69,451063.56,Active
25/04/2021,2021,4,EMP10761,Ministry of Agriculture,Musawa,GL 12,Keystone Bank,88190,26686.33,15035.77,99840.56,Suspended
25/04/2021,2021,4,EMP10762,Ministry of Commerce and Industry,Bakori,GL 10,UBA,125510,40379.19,22527.53,143361.66,Active
25/04/2021,2021,4,EMP10763,Ministry of Works and Housing,Kankia,GL 06,First Bank,382793,167027.53,49726.98,500093.55,Active
25/04/2021,2021,4,EMP10764,Ministry of Health,Funtua,GL 08,GTBank,241506,69430.76,17341.86,293594.9,Active
25/04/2021,2021,4,EMP10765,State Water Board,Dutsin-Ma,GL 08,UBA,378393,163918.73,46150.91,496160.82,Suspended
25/04/2021,2021,4,EMP10766,Ministry of Transport,Mashi,GL 10,GTBank,282438,122655.05,36759.07,368333.98,Active
25/04/2021,2021,4,EMP10767,Ministry of Transport,Bakori,GL 06,First Bank,324330,77911.97,44015.98,358225.99,Duplicate Review
25/04/2021,2021,4,EMP10768,Ministry of Agriculture,Rimi,GL 06,UBA,150225,64030.11,9338.71,204916.4,Retired
25/04/2021,2021,4,EMP10769,Ministry of Commerce and Industry,Musawa,GL 12,Zenith Bank,349717,126315.79,41531.8,434500.99,Active
25/04/2021,2021,4,EMP10770,Ministry of Works and Housing,Jibia,GL 06,Keystone Bank,316470,131428.94,13771.63,434127.31,Active
25/04/2021,2021,4,EMP10771,Katsina Urban Planning Authority,Charanchi,GL 12,Keystone Bank,440918,121063.41,48086.77,513894.64,Active
25/04/2021,2021,4,EMP10772,State Water Board,Mani,GL 04,Keystone Bank,373088,80256.46,33016.59,420327.87,Active
25/04/2021,2021,4,EMP10773,Ministry of Education,Batsari,GL 08,UBA,77280,27353.5,3317.01,101316.49,Active
25/04/2021,2021,4,EMP10774,Katsina State Internal Revenue Service,Musawa,GL 16,First Bank,441253,158757.59,22336.67,577673.92,Retired
25/04/2021,2021,4,EMP10775,Katsina State Internal Revenue Service,Dutsin-Ma,GL 14,Access Bank,188789,32289.96,18686.38,202392.58,Active
25/04/2021,2021,4,EMP10776,Ministry of Commerce and Industry,Musawa,GL 06,Access Bank,142114,17117.39,7394.73,151836.66,Duplicate Review
25/04/2021,2021,4,EMP10777,Katsina State Internal Revenue Service,Malumfashi,GL 08,UBA,255237,82633.81,15201.33,322669.48,Active
25/04/2021,2021,4,EMP10778,Ministry of Commerce and Industry,Katsina,GL 08,GTBank,304653,117548.13,36915.5,385285.63,Retired
25/04/2021,2021,4,EMP10779,Katsina Urban Planning Authority,Dutsin-Ma,GL 04,UBA,175168,31154.45,21256.44,185066.01,Active
25/04/2021,2021,4,EMP10780,Ministry of Education,Malumfashi,GL 06,UBA,98428,15481.72,5039.21,108870.51,Retired
25/04/2021,2021,4,EMP10781,Katsina Urban Planning Authority,Charanchi,GL 04,Zenith Bank,221829,54722.02,39885.27,236665.75,Suspended
25/04/2021,2021,4,EMP10782,Ministry of Transport,Kankia,GL 08,Zenith Bank,146825,45311.83,10644.27,181492.56,Active
25/04/2021,2021,4,EMP10783,Ministry of Transport,Rimi,GL 06,Zenith Bank,216545,80499.84,6498.7,290546.14,Retired
25/04/2021,2021,4,EMP10784,Katsina State Internal Revenue Service,Kusada,GL 04,UBA,227766,81471.66,9007.43,300230.23,Duplicate Review
25/04/2021,2021,4,EMP10785,Katsina Urban Planning Authority,Malumfashi,GL 14,UBA,177471,27816.97,30759.74,174528.23,Active
25/04/2021,2021,4,EMP10786,Ministry of Commerce and Industry,Katsina,GL 16,Zenith Bank,253217,90418.53,15918.84,327716.69,Active
25/04/2021,2021,4,EMP10787,Ministry of Works and Housing,Funtua,GL 14,GTBank,335168,144380.14,14924.4,464623.74,Suspended
25/04/2021,2021,4,EMP10788,Ministry of Health,Mashi,GL 10,First Bank,183184,29670.98,26019.82,186835.16,Duplicate Review
25/04/2021,2021,4,EMP10789,Ministry of Works and Housing,Funtua,GL 10,UBA,401428,79340.77,57782.51,422986.26,Active
25/04/2021,2021,4,EMP10790,Ministry of Health,Batsari,GL 16,Keystone Bank,417406,47291.93,56781.63,407916.3,Active
25/04/2021,2021,4,EMP10791,Katsina Urban Planning Authority,Mashi,GL 10,First Bank,116406,39745.73,16905.99,139245.74,Active
25/04/2021,2021,4,EMP10792,Ministry of Works and Housing,Kankia,GL 04,Zenith Bank,434128,128195.09,13239.63,549083.46,Retired
25/04/2021,2021,4,EMP10793,Ministry of Education,Daura,GL 16,Access Bank,147866,49655.19,11359.07,186162.12,Active
25/04/2021,2021,4,EMP10794,Ministry of Commerce and Industry,Kankia,GL 04,Zenith Bank,312503,81198.87,9609.61,384092.26,Retired
25/04/2021,2021,4,EMP10795,Katsina State Internal Revenue Service,Batsari,GL 04,Zenith Bank,279582,117177.92,26503.24,370256.68,Active
25/04/2021,2021,4,EMP10796,Ministry of Commerce and Industry,Musawa,GL 04,Keystone Bank,308999,42726.48,51271.12,300454.36,Retired
25/04/2021,2021,4,EMP10797,Katsina State Internal Revenue Service,Mashi,GL 08,Access Bank,269280,82544.98,48186.88,303638.1,Duplicate Review
25/04/2021,2021,4,EMP10798,Ministry of Agriculture,Kusada,GL 08,Access Bank,93175,31677.88,12080.68,112772.2,Suspended
25/04/2021,2021,4,EMP10799,Ministry of Lands and Survey,Dutsin-Ma,GL 16,Access Bank,444977,51185.82,53393.11,442769.71,Active
25/04/2021,2021,4,EMP10800,Ministry of Agriculture,Kusada,GL 12,Access Bank,112694,45061.15,15387.8,142367.35,Suspended
25/04/2021,2021,4,EMP10801,Katsina State Internal Revenue Service,Kusada,GL 12,Zenith Bank,119805,18556.1,13674.26,124686.84,Duplicate Review
25/04/2021,2021,4,EMP10802,Katsina State Internal Revenue Service,Daura,GL 08,GTBank,290091,127826.67,10592.2,407325.47,Active
25/04/2021,2021,4,EMP10803,State Water Board,Musawa,GL 14,GTBank,196695,28130.45,8882.6,215942.85,Active
25/04/2021,2021,4,EMP10804,Katsina State Internal Revenue Service,Mashi,GL 10,Keystone Bank,150308,49542.56,26965.18,172885.38,Retired
25/04/2021,2021,4,EMP10805,Katsina Urban Planning Authority,Daura,GL 14,Zenith Bank,306966,56084.73,24119.97,338930.76,Suspended
25/04/2021,2021,4,EMP10806,Ministry of Lands and Survey,Batsari,GL 08,UBA,102794,11328.71,6150.37,107972.34,Active
25/04/2021,2021,4,EMP10807,Ministry of Health,Mani,GL 08,UBA,89159,31321.14,4818.57,115661.57,Suspended
25/04/2021,2021,4,EMP10808,Katsina State Internal Revenue Service,Funtua,GL 16,First Bank,419209,83107.91,65134.89,437182.02,Suspended
25/04/2021,2021,4,EMP10809,Ministry of Lands and Survey,Mashi,GL 04,Access Bank,314986,140556.74,46004.62,409538.12,Active
25/04/2021,2021,4,EMP10810,Katsina Urban Planning Authority,Daura,GL 06,Access Bank,296217,71789.21,28176.79,339829.42,Active
25/04/2021,2021,4,EMP10811,Ministry of Commerce and Industry,Batsari,GL 08,Keystone Bank,315343,126742.72,33971.45,408114.27,Active
25/04/2021,2021,4,EMP10812,Ministry of Health,Kusada,GL 14,First Bank,374395,54417.2,40138.33,388673.87,Retired
25/04/2021,2021,4,EMP10813,Katsina State Internal Revenue Service,Rimi,GL 04,First Bank,269021,59888.34,44866.87,284042.47,Suspended
25/04/2021,2021,4,EMP10814,Katsina Urban Planning Authority,Musawa,GL 04,Access Bank,437345,50279.72,47587.71,440037.01,Duplicate Review
25/04/2021,2021,4,EMP10815,Ministry of Commerce and Industry,Kankia,GL 04,Access Bank,106126,31102.35,12389.65,124838.7,Duplicate Review
25/04/2021,2021,4,EMP10816,Ministry of Lands and Survey,Kankia,GL 16,Zenith Bank,204620,23668.62,10748.12,217540.5,Active
25/04/2021,2021,4,EMP10817,State Water Board,Musawa,GL 06,Zenith Bank,92131,12828.44,5104.86,99854.58,Active
25/04/2021,2021,4,EMP10818,Ministry of Works and Housing,Funtua,GL 10,Zenith Bank,419810,132541.1,38778.8,513572.3,Active
25/04/2021,2021,4,EMP10819,Ministry of Works and Housing,Kusada,GL 16,First Bank,282560,82621.11,38572.88,326608.23,Duplicate Review
25/04/2021,2021,4,EMP10820,Ministry of Works and Housing,Musawa,GL 06,GTBank,321145,38368.98,35817.63,323696.35,Active
25/04/2021,2021,4,EMP10821,Ministry of Lands and Survey,Batsari,GL 08,UBA,248945,67331.09,10449.21,305826.88,Suspended
25/04/2021,2021,4,EMP10822,Katsina State Internal Revenue Service,Mashi,GL 16,UBA,373316,159927.02,28608.55,504634.47,Suspended
25/04/2021,2021,4,EMP10823,Katsina State Internal Revenue Service,Daura,GL 12,First Bank,124452,46711.03,4503.27,166659.76,Suspended
25/04/2021,2021,4,EMP10824,Katsina Urban Planning Authority,Mashi,GL 12,First Bank,175630,53381.61,23728.76,205282.85,Suspended
25/04/2021,2021,4,EMP10825,Ministry of Lands and Survey,Dutsin-Ma,GL 10,First Bank,411008,57777.64,22514.33,446271.31,Active
25/04/2021,2021,4,EMP10826,Katsina Urban Planning Authority,Batsari,GL 12,UBA,304053,126704.37,41588.2,389169.17,Active
25/04/2021,2021,4,EMP10827,Ministry of Lands and Survey,Mani,GL 14,Keystone Bank,269486,61817.56,22235.69,309067.87,Active
25/04/2021,2021,4,EMP10828,Ministry of Lands and Survey,Mashi,GL 08,First Bank,243547,87477.19,37963.48,293060.71,Suspended
25/04/2021,2021,4,EMP10829,Ministry of Works and Housing,Kusada,GL 04,GTBank,286232,71810.92,43780.14,314262.78,Active
25/04/2021,2021,4,EMP10830,State Water Board,Batsari,GL 04,UBA,275203,29961.37,16941.91,288222.46,Active
25/04/2021,2021,4,EMP10831,Ministry of Works and Housing,Musawa,GL 10,UBA,291654,94632.42,12030.9,374255.52,Active
25/04/2021,2021,4,EMP10832,Katsina Urban Planning Authority,Kusada,GL 10,Zenith Bank,123534,39623,14533.25,148623.75,Active
25/04/2021,2021,4,EMP10833,Ministry of Commerce and Industry,Dutsin-Ma,GL 08,Keystone Bank,395282,176588.51,21986.22,549884.29,Suspended
25/04/2021,2021,4,EMP10834,Ministry of Health,Batsari,GL 06,First Bank,387982,153583.17,54499.28,487065.89,Duplicate Review
25/04/2021,2021,4,EMP10835,Ministry of Commerce and Industry,Dutsin-Ma,GL 08,UBA,391213,107136.02,29265.8,469083.22,Suspended
25/04/2021,2021,4,EMP10836,Katsina Urban Planning Authority,Rimi,GL 08,Zenith Bank,434404,56922.5,63615.31,427711.19,Duplicate Review
25/04/2021,2021,4,EMP10837,Ministry of Lands and Survey,Batsari,GL 10,Access Bank,315891,63129.07,10536.12,368483.95,Active
25/04/2021,2021,4,EMP10838,Katsina Urban Planning Authority,Batsari,GL 08,Zenith Bank,198880,58227.89,12678.96,244428.93,Active
25/04/2021,2021,4,EMP10839,Ministry of Commerce and Industry,Dutsin-Ma,GL 12,GTBank,97935,33041.4,17413.59,113562.81,Retired
25/04/2021,2021,4,EMP10840,Ministry of Transport,Rimi,GL 16,Access Bank,229425,94158.22,16032.76,307550.46,Suspended
25/04/2021,2021,4,EMP10841,Ministry of Works and Housing,Kusada,GL 06,First Bank,204115,34661.87,35564.21,203212.66,Active
25/04/2021,2021,4,EMP10842,Ministry of Commerce and Industry,Katsina,GL 10,Keystone Bank,206047,83392.43,32260.4,257179.03,Suspended
25/04/2021,2021,4,EMP10843,Ministry of Lands and Survey,Daura,GL 10,Zenith Bank,162020,20947.02,22301.07,160665.95,Active
25/04/2021,2021,4,EMP10844,Ministry of Transport,Mani,GL 04,Zenith Bank,208900,46932.22,30635.08,225197.14,Duplicate Review
25/04/2021,2021,4,EMP10845,Ministry of Education,Batsari,GL 06,UBA,242025,31810.34,11850.58,261984.76,Retired
25/04/2021,2021,4,EMP10846,State Water Board,Katsina,GL 06,GTBank,422572,58538.12,39810.91,441299.21,Duplicate Review
25/04/2021,2021,4,EMP10847,Ministry of Works and Housing,Daura,GL 08,Keystone Bank,259940,61742.92,32124.05,289558.87,Duplicate Review
25/04/2021,2021,4,EMP10848,Katsina State Internal Revenue Service,Bakori,GL 06,Access Bank,208286,22159.79,32378.9,198066.89,Active
25/04/2021,2021,4,EMP10849,Ministry of Commerce and Industry,Batsari,GL 08,Access Bank,170359,75478.2,9786.61,236050.59,Suspended
25/04/2021,2021,4,EMP10850,Ministry of Health,Mani,GL 12,GTBank,434905,180415.59,69126.48,546194.11,Retired
25/04/2021,2021,4,EMP10851,Ministry of Education,Katsina,GL 12,Zenith Bank,429547,160554.02,74203.93,515897.09,Retired
25/04/2021,2021,4,EMP10852,Katsina State Internal Revenue Service,Musawa,GL 12,Keystone Bank,88263,13448.92,3106.08,98605.84,Active
25/04/2021,2021,4,EMP10853,Katsina Urban Planning Authority,Kankia,GL 08,Access Bank,391762,84414.82,34933.6,441243.22,Active
25/04/2021,2021,4,EMP10854,Ministry of Education,Batsari,GL 08,GTBank,416191,117639.51,45918.26,487912.25,Duplicate Review
25/04/2021,2021,4,EMP10855,Ministry of Education,Rimi,GL 06,First Bank,432271,183612.78,19889.19,595994.59,Active
25/04/2021,2021,4,EMP10856,State Water Board,Musawa,GL 08,Zenith Bank,193529,75105.15,29050.69,239583.46,Retired
25/04/2021,2021,4,EMP10857,Ministry of Lands and Survey,Rimi,GL 06,Access Bank,358197,53117.95,60226.76,351088.19,Active
25/04/2021,2021,4,EMP10858,Ministry of Works and Housing,Dutsin-Ma,GL 16,GTBank,102868,13256.87,12749.02,103375.85,Active
25/04/2021,2021,4,EMP10859,Katsina Urban Planning Authority,Bakori,GL 08,GTBank,124696,12761.26,9041.42,128415.84,Active
25/04/2021,2021,4,EMP10860,Ministry of Agriculture,Bakori,GL 14,Keystone Bank,229508,47367.47,10012.25,266863.22,Active
25/04/2021,2021,4,EMP10861,Ministry of Health,Katsina,GL 14,First Bank,217149,62192.62,26940.25,252401.37,Active
25/04/2021,2021,4,EMP10862,Ministry of Transport,Dutsin-Ma,GL 06,Access Bank,221508,37187.41,18287.63,240407.78,Active
25/04/2021,2021,4,EMP10863,Ministry of Education,Mashi,GL 16,UBA,277517,124490.33,17606.75,384400.58,Active
25/04/2021,2021,4,EMP10864,Ministry of Education,Jibia,GL 12,Keystone Bank,91709,15767.78,15616.07,91860.71,Suspended
25/04/2021,2021,4,EMP10865,State Water Board,Kusada,GL 04,Access Bank,433933,138292.75,58081.79,514143.96,Suspended
25/04/2021,2021,4,EMP10866,Ministry of Education,Batsari,GL 08,GTBank,444358,65979.27,23222.18,487115.09,Suspended
25/04/2021,2021,4,EMP10867,Ministry of Commerce and Industry,Charanchi,GL 06,Zenith Bank,272139,95228.39,48576.6,318790.79,Duplicate Review
25/04/2021,2021,4,EMP10868,Ministry of Agriculture,Kusada,GL 16,Zenith Bank,333952,65752.42,14288,385416.42,Active
25/04/2021,2021,4,EMP10869,Ministry of Agriculture,Kankia,GL 08,GTBank,369544,147084.64,49038.67,467589.97,Active
25/04/2021,2021,4,EMP10870,Ministry of Health,Kusada,GL 08,Zenith Bank,308062,72060.09,36233.27,343888.82,Suspended
25/04/2021,2021,4,EMP10871,Ministry of Works and Housing,Batsari,GL 14,Keystone Bank,172728,23418.09,14136.61,182009.48,Active
25/04/2021,2021,4,EMP10872,Ministry of Commerce and Industry,Dutsin-Ma,GL 08,Zenith Bank,136072,16316.79,24309.79,128079,Active
25/04/2021,2021,4,EMP10873,Ministry of Education,Kusada,GL 04,First Bank,187820,31063.5,27721,191162.5,Retired
25/04/2021,2021,4,EMP10874,State Water Board,Katsina,GL 08,GTBank,346979,95070.35,21963.73,420085.62,Suspended
25/04/2021,2021,4,EMP10875,Ministry of Education,Kankia,GL 12,Access Bank,290682,128567.44,16731.89,402517.55,Retired
25/04/2021,2021,4,EMP10876,Ministry of Works and Housing,Batsari,GL 10,Access Bank,233217,96830.05,40629.76,289417.29,Active
25/04/2021,2021,4,EMP10877,Ministry of Commerce and Industry,Malumfashi,GL 04,UBA,438568,188048.82,50701.5,575915.32,Duplicate Review
25/04/2021,2021,4,EMP10878,Ministry of Education,Batsari,GL 16,First Bank,398674,63349,23769.61,438253.39,Duplicate Review
25/04/2021,2021,4,EMP10879,Ministry of Health,Mashi,GL 12,Access Bank,356885,75591.61,15771.36,416705.25,Active
25/04/2021,2021,4,EMP10880,Katsina State Internal Revenue Service,Funtua,GL 12,First Bank,435843,68385.75,20791.02,483437.73,Active
