Date,Year,Month,MDA,Revenue Target,Actual Revenue,Operating Cost,Staff Count,Compliance Score,Reconciliation Status
28/04/2023,2023,4,Ministry of Commerce and Industry,379564534,394434232.8,80313947.1,522,88.2,Exception Noted
28/04/2023,2023,4,Ministry of Lands and Survey,93593436,66345714.63,15133648.54,404,80.9,Reconciled
28/04/2023,2023,4,Ministry of Transport,350512918,343470699.5,60554522.38,576,45.9,Reconciled
28/04/2023,2023,4,Katsina Urban Planning Authority,137725201,152130157.5,17441312.49,313,70.4,Reconciled
28/04/2023,2023,4,State Water Board,121684931,98078932.89,13096420.88,299,69.8,Reconciled
28/05/2023,2023,5,Katsina State Internal Revenue Service,534311054,397460141.7,40352276.26,789,67.5,Pending
28/05/2023,2023,5,Ministry of Works and Housing,497168903,337442366,28942509.37,665,60.6,Pending
28/05/2023,2023,5,Ministry of Health,401780670,312361891,73923557.85,833,91.4,Pending
28/05/2023,2023,5,Ministry of Education,387668710,238579639,46267166.28,859,91,Pending
28/05/2023,2023,5,Ministry of Agriculture,494229298,377342226.4,85500529.47,733,76.2,Exception Noted
28/05/2023,2023,5,Ministry of Commerce and Industry,177640539,159212767.5,27973755.76,389,58.2,Pending
28/05/2023,2023,5,Ministry of Lands and Survey,153862905,111210735.9,15775743.11,181,55.2,Reconciled
28/05/2023,2023,5,Ministry of Transport,375058225,415708968.4,43952333.02,805,65.8,Exception Noted
28/05/2023,2023,5,Katsina Urban Planning Authority,516239718,500779138.8,78092284.36,329,74.2,Pending
28/05/2023,2023,5,State Water Board,520547078,434620210.9,76324495.18,567,66.7,Reconciled
28/06/2023,2023,6,Katsina State Internal Revenue Service,474897610,396346089.5,48004820.94,828,47.8,Exception Noted
28/06/2023,2023,6,Ministry of Works and Housing,481247131,520483113.2,60349018.4,848,85.3,Exception Noted
28/06/2023,2023,6,Ministry of Health,212427462,232180776.3,37740720.91,574,93.5,Pending
28/06/2023,2023,6,Ministry of Education,304366297,186507556.1,19900806.97,813,81.9,Exception Noted
28/06/2023,2023,6,Ministry of Agriculture,307403122,246316422.9,51453615.13,555,52.6,Exception Noted
28/06/2023,2023,6,Ministry of Commerce and Industry,377970040,357375350,75230886.08,559,82.7,Exception Noted
28/06/2023,2023,6,Ministry of Lands and Survey,517100042,508687708.9,71513215.61,759,45.7,Reconciled
28/06/2023,2023,6,Ministry of Transport,386288112,389094370.2,94834466.61,493,63.4,Reconciled
28/06/2023,2023,6,Katsina Urban Planning Authority,453460009,424761474.6,47614173.25,824,60.4,Reconciled
28/06/2023,2023,6,State Water Board,226462046,246061335.8,31443719.87,179,57.5,Exception Noted
28/07/2023,2023,7,Katsina State Internal Revenue Service,260383197,190619587.6,32860682.6,435,71.5,Reconciled
28/07/2023,2023,7,Ministry of Works and Housing,347023940,325897896.7,32134866.78,626,59.8,Pending
28/07/2023,2023,7,Ministry of Health,408676023,224791244.9,27508383.5,536,94.9,Pending
28/07/2023,2023,7,Ministry of Education,322566802,205757550.9,44136210.89,531,58.7,Pending
28/07/2023,2023,7,Ministry of Agriculture,400844830,439240818,65348571.15,567,81.4,Pending
28/07/2023,2023,7,Ministry of Commerce and Industry,481915860,291218781.7,63016636.03,257,85.3,Reconciled
28/07/2023,2023,7,Ministry of Lands and Survey,99052122,71352392.23,11551372.56,899,48.3,Reconciled
28/07/2023,2023,7,Ministry of Transport,145542439,118055084.3,24669005.17,677,58.2,Reconciled
28/07/2023,2023,7,Katsina Urban Planning Authority,528185036,509751603.2,120186561.7,843,71.6,Reconciled
28/07/2023,2023,7,State Water Board,260897172,235635054.7,57566110.32,630,81.1,Pending
28/08/2023,2023,8,Katsina State Internal Revenue Service,351163863,359816879.3,86538471.46,802,84.3,Reconciled
28/08/2023,2023,8,Ministry of Works and Housing,488465125,482495993.3,92437433.61,855,68.1,Exception Noted
28/08/2023,2023,8,Ministry of Health,414393717,247704728.8,25711300.76,155,45.2,Pending
28/08/2023,2023,8,Ministry of Education,421291603,239008967.2,43759060.61,445,81.1,Exception Noted
28/08/2023,2023,8,Ministry of Agriculture,490716363,486827245.2,121443287.8,855,78.3,Reconciled
28/08/2023,2023,8,Ministry of Commerce and Industry,442857555,453632192.2,92516010.3,135,67.8,Reconciled
28/08/2023,2023,8,Ministry of Lands and Survey,473242339,394126799.2,62995028.95,261,63.1,Pending
28/08/2023,2023,8,Ministry of Transport,271339599,259859468.8,26475875.01,645,73.7,Exception Noted
28/08/2023,2023,8,Katsina Urban Planning Authority,489430468,347787219,46398617.79,638,69,Reconciled
28/08/2023,2023,8,State Water Board,418029574,284995650,69129779.4,808,53.2,Reconciled
28/09/2023,2023,9,Katsina State Internal Revenue Service,395011883,279630151.7,48152892.65,331,65.6,Pending
28/09/2023,2023,9,Ministry of Works and Housing,487545736,475339468.3,103934307.4,249,64.3,Reconciled
28/09/2023,2023,9,Ministry of Health,205112925,135023991.3,28235231.16,797,78.3,Reconciled
28/09/2023,2023,9,Ministry of Education,230171523,197642785.8,42569220.04,330,73.9,Pending
28/09/2023,2023,9,Ministry of Agriculture,349303270,289222073.6,61258429.84,627,60.7,Pending
28/09/2023,2023,9,Ministry of Commerce and Industry,511360405,580028392.7,47106973.05,204,76.2,Reconciled
28/09/2023,2023,9,Ministry of Lands and Survey,208972254,217791471.1,46552931.65,829,51.3,Exception Noted
28/09/2023,2023,9,Ministry of Transport,518060921,419599527.7,68782364.15,707,68.7,Pending
28/09/2023,2023,9,Katsina Urban Planning Authority,349241341,310011168.6,58763334.37,451,75.8,Reconciled
28/09/2023,2023,9,State Water Board,92097966,59601290.16,9514024.03,445,77.5,Pending
28/10/2023,2023,10,Katsina State Internal Revenue Service,309258975,311031963.9,45736243.47,300,47.8,Exception Noted
28/10/2023,2023,10,Ministry of Works and Housing,164314802,153252798.2,35352687.71,331,66.8,Exception Noted
28/10/2023,2023,10,Ministry of Health,270686637,235291255,19740021.88,189,75.3,Exception Noted
28/10/2023,2023,10,Ministry of Education,452116681,271729555.5,59352178.02,320,69,Exception Noted
28/10/2023,2023,10,Ministry of Agriculture,263024536,268739607.6,48334968.94,303,68.8,Reconciled
28/10/2023,2023,10,Ministry of Commerce and Industry,264110472,226541932.2,20911502.68,431,79.5,Pending
28/10/2023,2023,10,Ministry of Lands and Survey,428944594,398828784,53978934.94,871,56.5,Reconciled
28/10/2023,2023,10,Ministry of Transport,494194409,315098078.5,36978889.89,889,52.9,Reconciled
28/10/2023,2023,10,Katsina Urban Planning Authority,324260993,190730489.8,35537166.62,201,73.2,Reconciled
28/10/2023,2023,10,State Water Board,248159165,198732555.3,35240952.95,532,50.3,Reconciled
28/11/2023,2023,11,Katsina State Internal Revenue Service,111040200,95575872.44,15545064.19,632,73.5,Pending
28/11/2023,2023,11,Ministry of Works and Housing,312050390,202122619.6,33773003.02,88,91.3,Pending
28/11/2023,2023,11,Ministry of Health,332043893,186457730.7,46581685.11,594,48.4,Exception Noted
28/11/2023,2023,11,Ministry of Education,431646694,481084504.2,83699904.83,859,74.1,Exception Noted
28/11/2023,2023,11,Ministry of Agriculture,146636925,130120505.5,26887745.57,382,74.3,Pending
28/11/2023,2023,11,Ministry of Commerce and Industry,295710300,203568163.1,25621023.82,294,93.8,Pending
28/11/2023,2023,11,Ministry of Lands and Survey,198345416,124378763.9,9997426.45,516,73.3,Reconciled
28/11/2023,2023,11,Ministry of Transport,289589016,254519556.2,30342614.15,650,79.8,Pending
28/11/2023,2023,11,Katsina Urban Planning Authority,326429920,278810326.9,31945907.54,299,68.4,Pending
28/11/2023,2023,11,State Water Board,533375441,482860012.4,65592774.8,826,54.8,Exception Noted
28/12/2023,2023,12,Katsina State Internal Revenue Service,480572025,454405172.8,97474237.15,648,56.1,Pending
28/12/2023,2023,12,Ministry of Works and Housing,443321597,415556255.7,62057974.48,792,87.7,Reconciled
28/12/2023,2023,12,Ministry of Health,137105279,150914414.7,28812540.32,401,54.2,Pending
28/12/2023,2023,12,Ministry of Education,111523897,77433402.63,16496143.76,244,49.8,Pending
28/12/2023,2023,12,Ministry of Agriculture,183272925,112236593.7,26679271.42,669,49.1,Exception Noted
28/12/2023,2023,12,Ministry of Commerce and Industry,292524086,281813806.1,45053389.02,803,94.1,Pending
28/12/2023,2023,12,Ministry of Lands and Survey,289425525,171207192.5,20714507.66,403,75,Exception Noted
28/12/2023,2023,12,Ministry of Transport,350980714,211020521.3,28123965.83,895,69.4,Reconciled
28/12/2023,2023,12,Katsina Urban Planning Authority,219833781,228042515.4,21120318.58,559,92.9,Reconciled
28/12/2023,2023,12,State Water Board,163362719,112904537.6,12286776.25,638,75.3,Reconciled
28/01/2024,2024,1,Katsina State Internal Revenue Service,175882119,157827050.6,28783691.69,708,68.2,Pending
28/01/2024,2024,1,Ministry of Works and Housing,536684198,513536553.4,51149377.84,743,65,Pending
28/01/2024,2024,1,Ministry of Health,483986068,517266205.2,64709533.8,208,48.7,Reconciled
28/01/2024,2024,1,Ministry of Education,82693615,80947822.95,13498369.54,85,94.2,Exception Noted
28/01/2024,2024,1,Ministry of Agriculture,123506146,112121373.3,11276941.38,817,64.9,Reconciled
28/01/2024,2024,1,Ministry of Commerce and Industry,383044549,292865006.4,51129487.36,248,65.1,Reconciled
28/01/2024,2024,1,Ministry of Lands and Survey,181286953,146662235.5,25512450.9,132,63.1,Exception Noted
28/01/2024,2024,1,Ministry of Transport,390104843,394236302.3,36579885.1,364,64.2,Pending
28/01/2024,2024,1,Katsina Urban Planning Authority,393255426,342540732.5,59689024.55,664,72.5,Reconciled
28/01/2024,2024,1,State Water Board,544929345,365040239.7,64900084.45,753,91.5,Pending
28/02/2024,2024,2,Katsina State Internal Revenue Service,232823895,195649609.5,22122880.86,725,46.1,Exception Noted
28/02/2024,2024,2,Ministry of Works and Housing,439631408,461455974.6,59108401.25,245,85.7,Reconciled
28/02/2024,2024,2,Ministry of Health,399444208,367252662.9,76223131.98,200,86.6,Pending
28/02/2024,2024,2,Ministry of Education,278976491,163038043.4,13484377.67,294,71.3,Exception Noted
28/02/2024,2024,2,Ministry of Agriculture,377599958,224232518.5,41843912.93,711,80.2,Exception Noted
28/02/2024,2024,2,Ministry of Commerce and Industry,379381572,415304193.9,102102350.1,382,58.6,Reconciled
28/02/2024,2024,2,Ministry of Lands and Survey,285003417,185935189.2,35658049.18,404,73.8,Reconciled
28/02/2024,2024,2,Ministry of Transport,296135780,291943310.1,59830445.87,727,78.9,Pending
28/02/2024,2024,2,Katsina Urban Planning Authority,543493777,338913188.3,48618777.24,88,55,Reconciled
28/02/2024,2024,2,State Water Board,184091364,169264322.6,32233882.49,560,56.9,Pending
28/03/2024,2024,3,Katsina State Internal Revenue Service,399944233,375741773.3,88133051.01,496,63.6,Pending
28/03/2024,2024,3,Ministry of Works and Housing,140105479,152807669.2,29868906.51,363,63.1,Reconciled
28/03/2024,2024,3,Ministry of Health,313024280,316165320,65542801.63,382,84.7,Pending
28/03/2024,2024,3,Ministry of Education,535597780,493977840.2,42959428.94,166,48.8,Reconciled
28/03/2024,2024,3,Ministry of Agriculture,282997185,193270558.3,46166350.97,634,92.6,Exception Noted
28/03/2024,2024,3,Ministry of Commerce and Industry,462477424,456223111.6,74564469.56,833,55.1,Exception Noted
28/03/2024,2024,3,Ministry of Lands and Survey,132476371,89182285.06,10001234.33,772,72.9,Pending
28/03/2024,2024,3,Ministry of Transport,140032660,137189291.5,32594572.01,665,63,Pending
28/03/2024,2024,3,Katsina Urban Planning Authority,325332751,277263412,45054366.9,695,72.3,Pending
28/03/2024,2024,3,State Water Board,460732943,272695613.6,52104250.49,471,85.8,Reconciled
28/04/2024,2024,4,Katsina State Internal Revenue Service,483470610,276588611.1,55450909.16,135,56.1,Reconciled
28/04/2024,2024,4,Ministry of Works and Housing,133309644,149770637.3,26220109.72,697,48.2,Exception Noted
28/04/2024,2024,4,Ministry of Health,188722267,127427811.1,26715646.11,386,80.2,Reconciled
28/04/2024,2024,4,Ministry of Education,496558790,540817512.9,90890102.44,506,93.7,Pending
28/04/2024,2024,4,Ministry of Agriculture,446427281,437947886.3,85428471.46,541,60.2,Exception Noted
28/04/2024,2024,4,Ministry of Commerce and Industry,197979863,142418143.8,31255062.12,354,51,Pending
28/04/2024,2024,4,Ministry of Lands and Survey,496858323,342046484.5,46439492.7,766,53,Exception Noted
28/04/2024,2024,4,Ministry of Transport,287075612,190235767,31489359.79,620,77.9,Pending
28/04/2024,2024,4,Katsina Urban Planning Authority,272987190,179483695.6,27948648.42,538,45,Reconciled
28/04/2024,2024,4,State Water Board,323856541,244198040.7,44485455.58,304,72.2,Reconciled
28/05/2024,2024,5,Katsina State Internal Revenue Service,347518054,303649449.2,68627307.15,291,63,Pending
28/05/2024,2024,5,Ministry of Works and Housing,97453990,95870633.85,17462503.24,179,62.5,Exception Noted
28/05/2024,2024,5,Ministry of Health,190945060,202528431.6,21942236.85,408,51.5,Reconciled
28/05/2024,2024,5,Ministry of Education,493736972,512304892.3,63443341.2,411,88.4,Reconciled
28/05/2024,2024,5,Ministry of Agriculture,429328491,488646425.9,100875452.9,510,88.2,Pending
28/05/2024,2024,5,Ministry of Commerce and Industry,429605448,468499190.4,54349617.66,886,54.6,Reconciled
28/05/2024,2024,5,Ministry of Lands and Survey,333972911,338873211.7,73901220.46,732,84.2,Reconciled
28/05/2024,2024,5,Ministry of Transport,225232261,146216200.3,14832460.91,445,85.8,Exception Noted
28/05/2024,2024,5,Katsina Urban Planning Authority,270477343,278930878.1,64353051.78,722,82.3,Pending
28/05/2024,2024,5,State Water Board,219427023,210782679.4,51561451.08,461,49.8,Pending
28/06/2024,2024,6,Katsina State Internal Revenue Service,376834961,286571007,53596675.38,464,61.2,Pending
28/06/2024,2024,6,Ministry of Works and Housing,157160899,110605804,27156677.53,324,61,Exception Noted
28/06/2024,2024,6,Ministry of Health,167913164,107649062.1,16766043.14,630,79.5,Pending
28/06/2024,2024,6,Ministry of Education,148300210,97273741.53,18946995.1,650,71.3,Exception Noted
28/06/2024,2024,6,Ministry of Agriculture,379448150,374860435.9,90476673.02,321,52.8,Exception Noted
28/06/2024,2024,6,Ministry of Commerce and Industry,377333133,239771718.3,55889679.85,465,86,Reconciled
28/06/2024,2024,6,Ministry of Lands and Survey,81643579,71886727.09,9754860.09,388,74.6,Pending
28/06/2024,2024,6,Ministry of Transport,382388656,320667397.6,59095982.35,133,57.3,Reconciled
28/06/2024,2024,6,Katsina Urban Planning Authority,192620908,186753472.2,38044610.46,187,94.4,Reconciled
28/06/2024,2024,6,State Water Board,81418016,75403329.99,10901486.12,452,48.4,Pending
28/07/2024,2024,7,Katsina State Internal Revenue Service,151806325,133820979.7,18569215.65,232,55.4,Pending
28/07/2024,2024,7,Ministry of Works and Housing,119621136,86659011.97,9556625.04,762,52.7,Pending
28/07/2024,2024,7,Ministry of Health,458376598,376285752.9,58513862.06,701,93.7,Pending
28/07/2024,2024,7,Ministry of Education,270308745,182745951.3,25185622.58,95,65.6,Exception Noted
28/07/2024,2024,7,Ministry of Agriculture,524982399,547294721.8,79068421.95,463,86.5,Pending
28/07/2024,2024,7,Ministry of Commerce and Industry,527255458,380159306,39884303.69,869,49.4,Exception Noted
28/07/2024,2024,7,Ministry of Lands and Survey,173935662,156436394.3,21236202.74,675,62.4,Reconciled
28/07/2024,2024,7,Ministry of Transport,418096048,374481577.8,61544695.94,97,65.7,Exception Noted
28/07/2024,2024,7,Katsina Urban Planning Authority,317771970,213986923.1,40982676.96,250,63.6,Reconciled
28/07/2024,2024,7,State Water Board,313744770,300756835.3,26602352.62,415,50.7,Exception Noted
28/08/2024,2024,8,Katsina State Internal Revenue Service,494341746,307431355.7,38302192.51,566,90.3,Pending
28/08/2024,2024,8,Ministry of Works and Housing,158063706,121221870.2,23029862,736,46.4,Exception Noted
28/08/2024,2024,8,Ministry of Health,170481803,126984490.6,28623596.67,246,46.1,Pending
28/08/2024,2024,8,Ministry of Education,346198447,345885834.5,82097870.33,659,74.9,Exception Noted
28/08/2024,2024,8,Ministry of Agriculture,192505173,111567233.2,27266855.27,422,88.2,Exception Noted
28/08/2024,2024,8,Ministry of Commerce and Industry,331950756,216326819.2,20641580.82,460,60.1,Pending
28/08/2024,2024,8,Ministry of Lands and Survey,181947380,166077204.6,33013245.94,779,83,Reconciled
28/08/2024,2024,8,Ministry of Transport,496036905,284797792.5,27900493.46,91,50.7,Exception Noted
28/08/2024,2024,8,Katsina Urban Planning Authority,252714725,154040693.8,16950560.47,454,82.7,Exception Noted
28/08/2024,2024,8,State Water Board,463657515,402703143.4,50840810.58,457,49.2,Reconciled
28/09/2024,2024,9,Katsina State Internal Revenue Service,448137029,493100395.7,57993624.04,851,50.7,Pending
28/09/2024,2024,9,Ministry of Works and Housing,89516319,62330629.2,12893342.91,553,61.2,Pending
28/09/2024,2024,9,Ministry of Health,505757204,371890457.8,81774260.72,752,78.3,Reconciled
28/09/2024,2024,9,Ministry of Education,296286262,241042563.2,27851637.08,335,77.5,Reconciled
28/09/2024,2024,9,Ministry of Agriculture,546852227,375490205,83439081.63,867,70.6,Pending
28/09/2024,2024,9,Ministry of Commerce and Industry,301642972,188778459.8,38223738.93,557,45.9,Reconciled
28/09/2024,2024,9,Ministry of Lands and Survey,323836606,367358881.2,44603977.1,358,74.7,Exception Noted
28/09/2024,2024,9,Ministry of Transport,463337288,400068391.5,34849072.82,461,52.4,Exception Noted
28/09/2024,2024,9,Katsina Urban Planning Authority,111853736,109771971.8,25631328.69,833,67,Reconciled
28/09/2024,2024,9,State Water Board,510098276,466237307.9,95827927.46,410,92.6,Pending
28/10/2024,2024,10,Katsina State Internal Revenue Service,172587298,108651015.3,26281712.89,114,58.2,Reconciled
28/10/2024,2024,10,Ministry of Works and Housing,138715978,148042553.4,34111124.44,391,84.8,Pending
28/10/2024,2024,10,Ministry of Health,326032715,315022508.1,74912653.33,848,82.3,Pending
28/10/2024,2024,10,Ministry of Education,110674328,103650862.1,23436007.46,758,65.8,Pending
28/10/2024,2024,10,Ministry of Agriculture,128588571,128347457.4,31904505.35,614,62.7,Pending
28/10/2024,2024,10,Ministry of Commerce and Industry,431764163,365351396.3,54899917.21,476,92.4,Exception Noted
28/10/2024,2024,10,Ministry of Lands and Survey,360419670,203292960.8,31189553.22,395,64.5,Reconciled
28/10/2024,2024,10,Ministry of Transport,156294732,116185692.8,26724567.87,460,91.6,Reconciled
28/10/2024,2024,10,Katsina Urban Planning Authority,493014941,559340800,87768549.93,284,55,Exception Noted
28/10/2024,2024,10,State Water Board,278115405,284919141.7,47853461.81,559,49.9,Pending
28/11/2024,2024,11,Katsina State Internal Revenue Service,300577929,168115737.3,34175950.45,811,50.2,Pending
28/11/2024,2024,11,Ministry of Works and Housing,506536276,522991620.1,96465099.9,133,51.1,Pending
28/11/2024,2024,11,Ministry of Health,499018937,355033976.5,42306238.93,122,80.8,Reconciled
28/11/2024,2024,11,Ministry of Education,374866390,313658697.3,47420682.83,772,55.8,Reconciled
28/11/2024,2024,11,Ministry of Agriculture,359601107,328968757.5,45096234.32,608,70.1,Exception Noted
28/11/2024,2024,11,Ministry of Commerce and Industry,93601331,59418449.26,7701992.2,858,69.3,Exception Noted
28/11/2024,2024,11,Ministry of Lands and Survey,214869469,187544275.2,27776795.03,688,64.3,Exception Noted
28/11/2024,2024,11,Ministry of Transport,538251732,326824025,35449497.24,726,54.6,Exception Noted
28/11/2024,2024,11,Katsina Urban Planning Authority,351187880,229123000.9,48134400.95,325,54.1,Reconciled
28/11/2024,2024,11,State Water Board,364023342,403280845.4,99469149.59,628,57.8,Pending
28/12/2024,2024,12,Katsina State Internal Revenue Service,302279110,347032652.5,47550694.23,867,66,Exception Noted
28/12/2024,2024,12,Ministry of Works and Housing,403082691,258036018.2,52252726.84,90,90.3,Pending
28/12/2024,2024,12,Ministry of Health,98415662,104706674,23431803.33,275,87.2,Exception Noted
28/12/2024,2024,12,Ministry of Education,394620276,406454445.3,86727194.28,760,82.9,Pending
28/12/2024,2024,12,Ministry of Agriculture,274232953,222424381.3,22046297.3,641,91.6,Exception Noted
28/12/2024,2024,12,Ministry of Commerce and Industry,333057082,244159689.9,43218196.11,182,49.2,Pending
28/12/2024,2024,12,Ministry of Lands and Survey,377266994,269986367.4,29148665.22,375,78.6,Pending
28/12/2024,2024,12,Ministry of Transport,410689875,233200986.5,25563635.57,88,69.3,Exception Noted
28/12/2024,2024,12,Katsina Urban Planning Authority,370031683,320139010.5,69449537.87,430,68.5,Pending
28/12/2024,2024,12,State Water Board,201044878,172031202.5,42255608.43,400,80.2,Reconciled
28/01/2025,2025,1,Katsina State Internal Revenue Service,530208736,543632169.9,94539198.08,251,53.7,Reconciled
28/01/2025,2025,1,Ministry of Works and Housing,300389042,293081109.6,57211258.78,583,61.3,Reconciled
28/01/2025,2025,1,Ministry of Health,307631266,274914961.2,65644140.73,336,73.6,Pending
28/01/2025,2025,1,Ministry of Education,321732247,302573855,37033563.63,131,84.5,Reconciled
28/01/2025,2025,1,Ministry of Agriculture,157612675,134884124.2,27931122.69,832,93.7,Reconciled
28/01/2025,2025,1,Ministry of Commerce and Industry,411881112,266079551.4,62319019.24,251,79.9,Exception Noted
28/01/2025,2025,1,Ministry of Lands and Survey,126628737,111438715.6,23681534.11,494,89.8,Exception Noted
28/01/2025,2025,1,Ministry of Transport,143208014,145560207.5,21809148.18,759,68,Pending
28/01/2025,2025,1,Katsina Urban Planning Authority,531281279,486470641.1,41375301.24,739,70.6,Reconciled
28/01/2025,2025,1,State Water Board,129151345,73381519.61,5947585.93,854,64.5,Pending
28/02/2025,2025,2,Katsina State Internal Revenue Service,125059520,77053102.39,12004381.57,678,55.8,Pending
28/02/2025,2025,2,Ministry of Works and Housing,357597538,216544374.9,49899726.99,360,49.1,Exception Noted
28/02/2025,2025,2,Ministry of Health,365916161,283477838.5,25932021.6,174,60,Pending
28/02/2025,2025,2,Ministry of Education,485607834,493891282.9,62189865.39,379,69.2,Pending
28/02/2025,2025,2,Ministry of Agriculture,483924186,295878137.8,52221397.14,564,48.8,Exception Noted
28/02/2025,2025,2,Ministry of Commerce and Industry,110297161,76324232.91,14937498.25,769,80.5,Reconciled
28/02/2025,2025,2,Ministry of Lands and Survey,461611468,289227009,68546414.71,136,56.7,Reconciled
28/02/2025,2025,2,Ministry of Transport,391775655,357801538.6,76753630.13,572,50.2,Reconciled
28/02/2025,2025,2,Katsina Urban Planning Authority,321939997,322368391,45410688.05,358,57.5,Exception Noted
28/02/2025,2025,2,State Water Board,468581856,488323715.5,42218616.65,139,91.6,Pending
28/03/2025,2025,3,Katsina State Internal Revenue Service,268547111,206788015,44628475.23,513,90.2,Exception Noted
28/03/2025,2025,3,Ministry of Works and Housing,173251884,146408606,17538283.69,193,91.1,Exception Noted
28/03/2025,2025,3,Ministry of Health,366554274,379850248.9,68943141.61,600,86.9,Exception Noted
28/03/2025,2025,3,Ministry of Education,131513540,93640091.34,13797401.96,792,83.8,Pending
28/03/2025,2025,3,Ministry of Agriculture,208009489,154789107.1,24935464.76,505,47.3,Reconciled
28/03/2025,2025,3,Ministry of Commerce and Industry,544527970,330633321.6,54765624.43,181,67.4,Exception Noted
28/03/2025,2025,3,Ministry of Lands and Survey,122769392,135673254.8,28160426.99,839,67.9,Reconciled
28/03/2025,2025,3,Ministry of Transport,443123896,254798594.7,57112022.57,348,55,Exception Noted
28/03/2025,2025,3,Katsina Urban Planning Authority,456123544,404180372.1,44135570.97,553,85.7,Reconciled
28/03/2025,2025,3,State Water Board,186337880,133690320.8,23987391.62,752,74.1,Exception Noted
28/04/2025,2025,4,Katsina State Internal Revenue Service,260952447,237212986.5,55065736.14,743,62.5,Reconciled
28/04/2025,2025,4,Ministry of Works and Housing,425834532,335623248.1,27901323.07,237,50.3,Exception Noted
28/04/2025,2025,4,Ministry of Health,90313739,77710264.11,19263228.79,613,91.8,Pending
28/04/2025,2025,4,Ministry of Education,279141967,266687116.8,31258288.79,289,79.8,Pending
28/04/2025,2025,4,Ministry of Agriculture,354959137,353900894.8,56884184.44,616,58.4,Pending
28/04/2025,2025,4,Ministry of Commerce and Industry,245926922,232877407.4,48741084.72,212,60,Reconciled
28/04/2025,2025,4,Ministry of Lands and Survey,294571098,176555896.9,19920861.82,492,51.8,Reconciled
28/04/2025,2025,4,Ministry of Transport,138010737,100791299.6,14487898.55,324,67,Pending
28/04/2025,2025,4,Katsina Urban Planning Authority,413609768,308350383.9,57566756.15,877,69.5,Pending
28/04/2025,2025,4,State Water Board,499413499,414946287.7,98977585.37,586,59.4,Reconciled
28/05/2025,2025,5,Katsina State Internal Revenue Service,193998846,149098245.4,31083459.22,266,77.9,Exception Noted
28/05/2025,2025,5,Ministry of Works and Housing,229116219,253714596.8,56359363.03,308,70.8,Reconciled
28/05/2025,2025,5,Ministry of Health,405844911,312081076.2,49667113.08,201,48.8,Exception Noted
28/05/2025,2025,5,Ministry of Education,410737641,387944341,47205942.4,874,64.4,Reconciled
28/05/2025,2025,5,Ministry of Agriculture,353911467,375012941.7,35954936.85,252,94,Exception Noted
28/05/2025,2025,5,Ministry of Commerce and Industry,117217713,78424410.75,14273085.43,190,91.7,Reconciled
28/05/2025,2025,5,Ministry of Lands and Survey,536632574,397866812.9,40047581.34,699,83.1,Exception Noted
28/05/2025,2025,5,Ministry of Transport,464813124,341239918.6,80917192.92,468,46,Exception Noted
28/05/2025,2025,5,Katsina Urban Planning Authority,157338732,116233328.1,20619008.27,813,64.3,Pending
28/05/2025,2025,5,State Water Board,290426054,275457390.2,39888770.72,255,91.1,Exception Noted
28/06/2025,2025,6,Katsina State Internal Revenue Service,196506454,159536956.4,23483360.22,759,87.8,Exception Noted
28/06/2025,2025,6,Ministry of Works and Housing,178926072,100874646.3,18729742.78,368,65.8,Pending
28/06/2025,2025,6,Ministry of Health,548150731,497749198.7,69520369.23,525,63.3,Exception Noted
28/06/2025,2025,6,Ministry of Education,247752985,235580111.9,21274218.85,229,76.8,Exception Noted
28/06/2025,2025,6,Ministry of Agriculture,427067633,457768042.7,47423648.02,531,54.4,Pending
28/06/2025,2025,6,Ministry of Commerce and Industry,214585525,168863314.9,32799342.04,532,61.2,Pending
28/06/2025,2025,6,Ministry of Lands and Survey,352229200,222095713.2,52792810.26,640,48.2,Reconciled
28/06/2025,2025,6,Ministry of Transport,436773193,441923099.4,69838688.16,382,94.1,Pending
28/06/2025,2025,6,Katsina Urban Planning Authority,317726499,352670804.5,57316264.84,608,88.7,Reconciled
28/06/2025,2025,6,State Water Board,523862265,332441395,72055606.69,244,74,Exception Noted
28/07/2025,2025,7,Katsina State Internal Revenue Service,150258936,104146543.8,9773796.94,162,56.2,Reconciled
28/07/2025,2025,7,Ministry of Works and Housing,442641232,499187298,122579995.6,368,61.4,Exception Noted
28/07/2025,2025,7,Ministry of Health,343213808,246617039.1,32414732.14,299,93,Pending
28/07/2025,2025,7,Ministry of Education,140972755,92634822.49,22722087.16,231,46.2,Pending
28/07/2025,2025,7,Ministry of Agriculture,258299794,286892715.6,33815970.38,589,76.3,Pending
28/07/2025,2025,7,Ministry of Commerce and Industry,315414556,191553461.5,16776124.64,688,64.4,Reconciled
28/07/2025,2025,7,Ministry of Lands and Survey,328301925,332021221.1,71497045.75,305,72.7,Reconciled
28/07/2025,2025,7,Ministry of Transport,176031129,158418858.7,28120814.18,86,55.7,Reconciled
28/07/2025,2025,7,Katsina Urban Planning Authority,474953548,360499555.6,50511666.76,446,69.9,Reconciled
28/07/2025,2025,7,State Water Board,164018698,94365253.21,20548173.34,198,52.4,Exception Noted
28/08/2025,2025,8,Katsina State Internal Revenue Service,189770664,140987267.2,25634823.78,250,64.1,Exception Noted
28/08/2025,2025,8,Ministry of Works and Housing,460470375,256322342.1,64075772.18,601,94.6,Reconciled
